E1-1.csv, 0.9215, 16235
E1-2.csv, 0.8694, 8151
E1-3.csv, 0.8547, 7666
E1-4.csv, 0.8664, 61613
E1-5.csv, 0.8928, 51464
E2-1.csv, 0.8672, 7296
E2-2.csv, 0.8876, 24871
E2-3.csv, 0.8956, 30953
E2-4.csv, 0.8188, 29640
E2-5.csv, 0.8804, 16535
E3-1.csv, 0.8851, 21470
E3-2.csv, 0.8871, 98570
E3-3.csv, 0.8814, 45368
E3-4.csv, 0.8991, 42648
E3-5.csv, 0.8891, 200208
E4-1.csv, 0.8811, 61131
E4-2.csv, 0.8476, 91683
E4-3.csv, 0.8541, 92439
E4-4.csv, 0.8670, 178370
E4-5.csv, 0.8644, 97390
E5-1.csv, 0.8745, 71182
E5-2.csv, 0.8652, 100661
E5-3.csv, 0.8599, 156495
E5-4.csv, 0.8406, 149109
E5-5.csv, 0.8722, 158398
E1-1.csv, 0.9215, 19763
E1-2.csv, 0.8472, 9411
E1-3.csv, 0.8474, 7946
E1-4.csv, 0.8852, 59183
E1-5.csv, 0.8823, 59681
E2-1.csv, 0.8982, 9354
E2-2.csv, 0.8751, 26732
E2-3.csv, 0.8801, 31480
E2-4.csv, 0.8638, 36000
E2-5.csv, 0.8833, 17495
E3-1.csv, 0.9097, 23086
E3-2.csv, 0.8648, 90924
E3-3.csv, 0.9041, 40664
E3-4.csv, 0.9397, 44420
E3-5.csv, 0.9068, 191665
E4-1.csv, 0.9010, 61959
E4-2.csv, 0.8530, 95226
E4-3.csv, 0.8454, 92136
E4-4.csv, 0.8966, 201907
E4-5.csv, 0.8806, 102876
E5-1.csv, 0.8862, 73747
E5-2.csv, 0.8670, 109324
E5-3.csv, 0.8844, 165888
E5-4.csv, 0.8473, 156765
E5-5.csv, 0.8875, 155072
