E1-1.csv, 0.8406, 18655
E1-2.csv, 0.8277, 8905
E1-3.csv, 0.8351, 8978
E1-4.csv, 0.8832, 69371
E1-5.csv, 0.8876, 58318
E2-1.csv, 0.8957, 9277
E2-2.csv, 0.8558, 22468
E2-3.csv, 0.8873, 25891
E2-4.csv, 0.8323, 31815
E2-5.csv, 0.8598, 15373
E3-1.csv, 0.8698, 22132
E3-2.csv, 0.8667, 99272
E3-3.csv, 0.8716, 43897
E3-4.csv, 0.8744, 44424
E3-5.csv, 0.8807, 203911
E4-1.csv, 0.8924, 71368
E4-2.csv, 0.8547, 97672
E4-3.csv, 0.8618, 90668
E4-4.csv, 0.8996, 182016
E4-5.csv, 0.8613, 81574
E5-1.csv, 0.8735, 57981
E5-2.csv, 0.8906, 104212
E5-3.csv, 0.8830, 161693
E5-4.csv, 0.8596, 146010
E5-5.csv, 0.9006, 161186
E1-1.csv, 0.8743, 18020
E1-2.csv, 0.8277, 8756
E1-3.csv, 0.8351, 9274
E1-4.csv, 0.8832, 62249
E1-5.csv, 0.8720, 50963
E2-1.csv, 0.9205, 9156
E2-2.csv, 0.8836, 21606
E2-3.csv, 0.8875, 31986
E2-4.csv, 0.8666, 30631
E2-5.csv, 0.8730, 14972
E3-1.csv, 0.8806, 21729
E3-2.csv, 0.8779, 85854
E3-3.csv, 0.8656, 39261
E3-4.csv, 0.9183, 42024
E3-5.csv, 0.8963, 198098
E4-1.csv, 0.8901, 60946
E4-2.csv, 0.8745, 91968
E4-3.csv, 0.8199, 89033
E4-4.csv, 0.9019, 181456
E4-5.csv, 0.8997, 95244
E5-1.csv, 0.8636, 60559
E5-2.csv, 0.8712, 98943
E5-3.csv, 0.8840, 161731
E5-4.csv, 0.8700, 139905
E5-5.csv, 0.8746, 158279
