E1-1.csv, 0.8030, 1963
E1-2.csv, 0.7959, 1683
E1-3.csv, 0.8277, 1717
E1-4.csv, 0.8826, 3624
E1-5.csv, 0.7011, 2489
E2-1.csv, 0.9174, 1596
E2-2.csv, 0.8445, 1954
E2-3.csv, 0.8503, 1897
E2-4.csv, 0.7423, 1982
E2-5.csv, 0.8693, 1782
E3-1.csv, 0.8574, 1694
E3-2.csv, 0.8607, 2744
E3-3.csv, 0.8156, 1916
E3-4.csv, 0.8406, 1996
E3-5.csv, 0.8032, 3350
E4-1.csv, 0.7922, 1889
E4-2.csv, 0.8378, 2817
E4-3.csv, 0.6751, 2129
E4-4.csv, 0.8347, 3009
E4-5.csv, 0.7674, 2182
E5-1.csv, 0.8467, 1796
E5-2.csv, 0.8580, 2042
E5-3.csv, 0.7882, 2458
E5-4.csv, 0.7929, 2477
E5-5.csv, 0.8250, 2350
E1-1.csv, 0.7381, 1861
E1-2.csv, 0.8033, 1778
E1-3.csv, 0.7958, 1663
E1-4.csv, 0.8826, 3792
E1-5.csv, 0.8047, 3095
E2-1.csv, 0.8292, 1538
E2-2.csv, 0.8751, 1980
E2-3.csv, 0.7769, 2022
E2-4.csv, 0.8333, 1900
E2-5.csv, 0.8598, 1748
E3-1.csv, 0.8108, 1646
E3-2.csv, 0.8607, 2781
E3-3.csv, 0.8152, 2029
E3-4.csv, 0.8473, 1830
E3-5.csv, 0.8238, 3868
E4-1.csv, 0.7706, 2014
E4-2.csv, 0.8296, 2567
E4-3.csv, 0.8046, 2081
E4-4.csv, 0.8219, 2897
E4-5.csv, 0.8101, 2302
E5-1.csv, 0.8467, 1812
E5-2.csv, 0.8694, 2036
E5-3.csv, 0.7882, 2337
E5-4.csv, 0.8019, 2533
E5-5.csv, 0.8496, 2475
E1-1.csv, 0.8112, 2075
E1-2.csv, 0.8277, 1710
E1-3.csv, 0.8130, 1709
E1-4.csv, 0.8826, 3511
E1-5.csv, 0.6909, 2460
E2-1.csv, 0.8940, 1571
E2-2.csv, 0.8438, 1828
E2-3.csv, 0.7787, 1896
E2-4.csv, 0.8215, 2138
E2-5.csv, 0.8598, 1719
E3-1.csv, 0.7976, 1617
E3-2.csv, 0.8607, 2646
E3-3.csv, 0.8279, 2017
E3-4.csv, 0.8099, 1933
E3-5.csv, 0.8220, 3628
E4-1.csv, 0.8290, 1954
E4-2.csv, 0.8273, 2627
E4-3.csv, 0.7474, 2261
E4-4.csv, 0.8219, 2921
E4-5.csv, 0.7782, 2502
E5-1.csv, 0.8467, 1794
E5-2.csv, 0.8403, 2192
E5-3.csv, 0.7882, 2457
E5-4.csv, 0.7739, 2427
E5-5.csv, 0.8312, 2431
E1-1.csv, 0.8377, 1884
E1-2.csv, 0.7958, 1671
E1-3.csv, 0.8351, 1719
E1-4.csv, 0.8826, 3967
E1-5.csv, 0.6909, 2438
E2-1.csv, 0.8451, 1617
E2-2.csv, 0.8558, 1964
E2-3.csv, 0.7852, 2030
E2-4.csv, 0.8215, 1987
E2-5.csv, 0.8693, 1776
E3-1.csv, 0.8520, 1796
E3-2.csv, 0.8615, 2609
E3-3.csv, 0.8279, 2035
E3-4.csv, 0.8046, 1965
E3-5.csv, 0.8032, 3765
E4-1.csv, 0.7715, 2072
E4-2.csv, 0.8395, 2502
E4-3.csv, 0.7333, 2125
E4-4.csv, 0.8219, 3050
E4-5.csv, 0.7674, 2224
E5-1.csv, 0.8467, 1828
E5-2.csv, 0.8623, 2124
E5-3.csv, 0.8047, 2312
E5-4.csv, 0.7564, 2243
E5-5.csv, 0.8452, 2312
E1-1.csv, 0.8131, 1888
E1-2.csv, 0.8033, 1707
E1-3.csv, 0.8027, 1652
E1-4.csv, 0.8832, 3479
E1-5.csv, 0.7633, 2863
E2-1.csv, 0.8153, 1543
E2-2.csv, 0.8558, 1780
E2-3.csv, 0.7622, 1956
E2-4.csv, 0.7423, 1962
E2-5.csv, 0.8598, 1709
E3-1.csv, 0.8473, 1642
E3-2.csv, 0.8607, 2887
E3-3.csv, 0.8574, 1965
E3-4.csv, 0.7678, 1766
E3-5.csv, 0.8144, 3605
E4-1.csv, 0.8220, 1939
E4-2.csv, 0.8265, 2307
E4-3.csv, 0.6780, 2077
E4-4.csv, 0.8219, 2868
E4-5.csv, 0.7923, 2363
E5-1.csv, 0.8523, 1834
E5-2.csv, 0.8460, 2013
E5-3.csv, 0.7940, 2439
E5-4.csv, 0.7863, 2463
E5-5.csv, 0.8416, 2361
