# {"t_start": 1672454481.1089234, "env_id": "PctContinuous-v0"} 
r,l,t
5.875851,25,156.431715
4.656679,16,157.626274
3.852988,21,159.213395
6.86253,25,161.090098
5.447415,21,162.66687
6.298832,26,164.592618
4.608698,23,166.299814
4.804334,15,167.42687
5.831644,30,169.813112
5.810253,22,171.691621
6.761478,29,174.147703
4.770473,21,175.947885
5.746429,25,177.855153
5.444408,24,179.599626
4.767657,17,180.874987
5.307482,20,182.385687
4.872565,22,183.991557
5.729579,23,185.722115
5.092091,17,186.952402
6.445724,27,188.985617
4.085687,19,190.369082
5.777171,26,192.312268
5.694049,17,193.592255
5.168419,19,194.98382
5.404831,18,196.299381
3.191488,12,197.236593
5.911692,25,199.050712
5.996488,19,200.511173
4.761267,18,201.830253
5.802253,24,203.6205
5.681834,26,205.548104
4.603878,23,207.331496
5.396559,26,209.378927
5.394512,18,210.868193
6.816564,23,212.796242
5.424026,22,214.581319
6.288875,21,216.177127
2.913202,15,217.263873
4.335551,20,218.75256
5.207702,19,220.206023
5.704944,30,222.425286
4.331794,17,223.727847
5.506022,24,225.506606
5.003496,19,226.94681
4.570535,17,228.170531
5.181078,20,229.631381
5.560169,23,231.383228
5.389126,25,233.229059
6.553133,25,235.12409
5.880318,23,236.790772
5.447741,19,238.20688
4.965447,23,239.934782
4.846284,19,241.295242
6.052438,24,243.106428
4.177147,25,244.966259
6.552401,22,246.658525
5.67839,23,248.365611
4.540705,19,249.784896
3.366947,18,251.125361
6.603126,26,253.103605
6.573066,29,255.24566
4.443106,18,256.558363
5.755427,28,258.751433
3.504099,15,259.861428
5.487192,21,261.441948
5.544812,26,263.374265
5.487192,25,265.257287
5.448697,23,266.95742
5.035768,21,268.537071
5.873206,21,270.091117
6.127723,28,272.193753
5.796753,26,274.095839
5.595563,27,276.148214
4.686854,19,277.564168
5.352068,23,279.335599
5.764675,28,281.396654
4.627683,21,283.060491
6.059477,26,284.972162
4.595147,20,286.47341
5.572839,21,288.030342
5.516397,17,289.24591
5.845543,26,291.210447
5.026785,20,292.663078
4.827116,23,294.406204
5.549558,29,296.550405
5.543936,27,298.537723
5.328428,24,300.31652
6.164008,26,302.274433
5.8085,22,303.916181
4.128676,17,305.153562
4.383181,22,306.849769
4.307864,18,308.178885
5.747324,20,309.685052
5.055316,22,311.290725
5.596527,23,313.028074
4.876105,22,314.672597
6.121061,25,316.546829
5.986486,32,318.87178
6.405265,27,320.904775
5.273348,15,322.004875
5.220142,26,323.984448
4.319569,22,325.614543
6.280867,22,327.219452
6.742636,36,329.948498
4.940974,20,331.477308
5.017463,21,333.041665
6.273243,26,334.96003
5.913937,24,336.814942
6.453451,24,338.598778
5.619445,24,340.380984
6.348502,21,341.930262
4.108216,20,343.434399
6.747251,29,345.593141
5.139596,20,347.100311
6.461016,22,348.736454
4.755013,17,349.953856
7.043135,22,351.610171
4.456958,19,352.998438
3.470461,14,354.057832
5.454284,23,355.760448
5.734954,28,357.839405
5.913051,29,359.988879
6.519095,27,362.049429
6.027188,23,363.714516
5.599964,29,365.912449
4.301149,16,367.125772
3.561555,11,367.901948
5.397824,23,369.63405
4.93268,19,371.017757
6.14837,25,372.873442
5.806248,26,374.787878
5.031315,19,376.243621
4.403965,23,377.909011
5.498336,24,379.674992
6.10037,17,381.005725
5.815848,23,382.715059
6.415492,28,384.827005
5.559159,22,386.450577
4.963021,17,387.763309
6.42228,33,390.178173
6.161513,20,391.710208
5.895717,27,393.71137
6.174371,24,395.468622
5.81935,24,397.243752
1.823614,7,397.778807
4.620781,22,399.446601
5.833356,19,400.835503
5.027376,17,402.068966
4.049499,18,403.448002
5.844818,29,405.589958
5.021618,20,407.115474
5.476771,27,409.089308
5.503942,26,411.030901
5.514145,22,412.690358
6.241464,27,414.738793
3.046306,15,415.838515
4.442033,15,416.946926
6.441935,28,419.09358
4.84394,26,421.087428
4.856009,18,422.418153
6.506229,29,424.587585
4.664007,20,426.124611
4.366931,17,427.39514
4.613354,23,429.127226
6.214426,22,430.760417
4.771412,25,432.64662
6.213378,22,434.26614
6.458697,23,435.985775
4.984297,15,437.088535
5.317516,24,438.855938
4.923561,20,440.362255
5.680111,21,441.935276
6.420655,29,444.09883
4.776421,17,445.363233
4.511578,22,446.954321
5.359128,23,448.699769
6.843669,25,450.547149
5.560587,21,452.201781
5.253657,22,453.82408
6.011934,23,455.582663
6.032326,30,457.810508
5.235204,18,459.203258
5.3625,23,460.890197
5.39408,22,462.528822
5.033311,20,463.978603
3.646332,20,465.457949
5.211652,21,467.032158
6.154485,26,468.937718
5.343225,27,471.002719
6.227407,32,473.437239
6.24772,20,474.926068
4.645771,19,476.3185
5.757008,28,478.460834
5.801551,26,480.388599
4.951663,27,482.43499
4.771601,19,483.827823
5.677254,28,485.928275
7.128488,34,488.471097
3.449659,19,489.895014
6.185789,24,491.686924
5.014574,23,493.442027
6.802541,36,496.187275
5.270976,24,497.970054
5.830971,23,499.729025
6.484329,19,501.130519
5.61628,24,502.883001
4.759686,19,504.371876
5.861965,18,505.723827
5.798003,23,507.44446
5.400947,22,509.069902
6.603012,23,510.758596
3.510278,12,511.687104
5.455396,32,514.064856
6.252262,23,515.846087
4.525278,20,517.33823
5.190456,22,519.025638
5.324941,24,520.848422
5.809671,26,522.842111
4.986383,19,524.256902
6.81276,27,526.308498
6.00072,25,528.194432
5.940454,24,530.017534
4.616385,17,531.274312
4.874058,19,532.661518
5.787897,22,534.341228
6.222545,25,536.177392
6.723092,29,538.365583
5.925659,25,540.197634
5.059079,22,541.85914
4.688908,18,543.215557
5.758967,23,544.93464
6.756478,21,546.485847
5.921092,23,548.190057
5.636483,21,549.759267
6.222579,28,551.85138
5.59114,24,553.681143
5.461834,21,555.232849
5.042279,21,556.842494
6.001876,24,558.643183
5.18019,20,560.138804
4.975102,21,561.688351
6.554856,26,563.653067
6.123944,27,565.644042
6.893118,21,567.244708
4.184916,18,568.521665
6.008164,28,570.613465
5.085992,21,572.176959
6.08957,28,574.315811
6.003549,29,576.526028
5.37164,28,578.639537
6.021535,23,580.363206
6.280476,22,581.943427
4.521122,19,583.427312
5.851537,23,585.132606
5.959607,28,587.223938
6.537376,22,588.842582
6.3083,29,591.065049
6.136711,26,593.021669
5.893719,23,594.735181
6.515998,25,596.577739
5.010986,23,598.344393
5.667842,24,600.149806
6.556372,26,602.108798
6.304356,30,604.37926
6.213961,18,605.742648
4.438928,19,607.145237
6.031122,24,608.965499
6.520499,23,610.647237
6.122636,28,612.784148
5.776072,20,614.245564
7.484855,27,616.300763
5.329216,21,617.835833
5.38596,18,619.169234
5.069057,18,620.563441
6.771368,22,622.170466
4.881187,18,623.550578
5.189519,24,625.31102
6.204172,25,627.22719
6.531737,30,629.476081
5.944592,21,631.102719
5.312931,18,632.457739
5.799775,27,634.419173
5.479829,18,635.771072
5.779211,24,637.513209
5.603021,23,639.307218
4.429883,25,641.215502
5.471585,21,642.799658
5.895724,26,644.733613
6.061264,26,646.721558
5.457516,25,648.575653
4.954023,26,650.557368
5.144919,25,652.407768
6.88268,27,654.45307
5.853211,26,656.410846
5.789542,27,658.472857
6.561034,35,661.098978
6.044502,30,663.331916
5.443108,25,665.21423
6.152526,25,667.09291
6.056079,24,668.9275
5.727642,25,670.791669
4.832194,23,672.526359
5.983986,23,674.273418
6.109198,22,675.867606
5.992768,24,677.700511
6.400096,27,679.724193
5.624316,25,681.620955
5.995951,24,683.442267
6.654132,28,685.580812
4.919977,12,686.447315
4.648589,19,687.933788
6.488568,30,690.133466
5.988915,30,692.389046
4.924814,20,693.896841
6.680419,28,696.022398
6.393676,25,697.909945
4.706737,16,699.139786
6.231942,24,700.941263
6.635904,24,702.746496
7.42466,33,705.213023
5.799606,23,707.002047
6.051906,27,709.003591
4.969009,23,710.760468
6.150896,29,712.941765
4.945047,18,714.335361
6.067489,27,716.321488
5.349707,21,717.941288
6.09519,23,719.641895
6.307324,23,721.421426
3.672337,12,722.29534
5.821891,23,723.980737
6.505032,26,725.945071
6.3131,25,727.799724
4.450002,22,729.48863
3.940572,19,730.935262
5.439147,21,732.495182
6.048012,24,734.315037
6.258069,27,736.390129
5.111954,24,738.203734
7.089092,27,740.316142
5.649307,19,741.704994
6.182377,21,743.281919
3.795316,19,744.726152
5.438327,23,746.443247
5.686427,26,748.402765
6.377983,25,750.270256
6.584223,26,752.279194
5.512221,18,753.5995
6.185485,26,755.596648
6.57732,28,757.702112
6.260443,19,759.188515
6.253744,22,760.8151
5.917761,23,762.530593
7.114774,30,764.792006
6.273061,28,766.926055
6.522587,23,768.651983
4.315883,21,770.206253
6.606172,24,772.064804
6.673048,25,773.934517
6.728307,26,775.911592
6.161459,27,777.969603
6.36963,29,780.113043
5.949002,25,782.027446
5.759232,23,783.747037
5.775174,26,785.735689
6.11946,24,787.542896
5.817604,23,789.266717
6.136655,25,791.121137
5.995474,29,793.312511
6.180936,23,795.028178
6.861377,23,796.819206
5.976952,28,798.901109
5.404554,19,800.320158
5.815531,27,802.357501
5.987609,28,804.498387
4.854631,21,806.044173
5.489234,28,808.194627
6.380905,20,809.674614
5.912071,25,811.5317
5.755574,21,813.181302
6.163751,20,814.681492
4.993628,24,816.505362
6.121243,24,818.266936
6.093385,24,820.072221
6.195542,23,821.802899
6.749726,31,824.191423
5.76947,29,826.370146
5.509823,21,827.979032
6.563102,27,830.026226
4.890368,19,831.449784
6.891319,30,833.72791
5.793339,20,835.302914
4.950492,20,836.785254
5.708389,23,838.599219
6.298818,28,840.717066
5.631659,19,842.169127
6.907393,27,844.260134
5.967478,28,846.35372
7.111276,31,848.649768
5.769145,23,850.381884
6.278056,20,851.891073
5.379482,19,853.315764
7.12349,28,855.435502
5.850696,16,856.593827
5.934146,22,858.317519
5.745645,28,860.41487
5.781569,23,862.148502
6.249615,15,863.259355
6.451288,31,865.648803
4.489082,17,866.925095
6.641325,23,868.733521
6.874344,28,870.799708
5.31988,19,872.224213
5.859401,18,873.597476
6.607665,25,875.469447
5.345361,19,876.934452
5.939556,19,878.356976
6.273008,22,880.086321
6.045908,23,881.787104
5.892791,16,882.992684
6.218762,21,884.62222
6.347144,28,886.713485
6.327935,27,888.783725
5.860561,23,890.470567
6.494924,27,892.553423
6.428496,24,894.315144
5.140161,23,896.081551
5.980998,31,898.41034
5.625979,28,900.585622
6.198416,26,902.524578
7.335612,31,904.866461
5.169236,22,906.582267
6.316524,27,908.610225
6.644598,33,911.151355
5.285175,24,912.941158
5.623214,17,914.270802
5.587696,24,916.096963
5.613072,26,918.113549
4.987767,18,919.423416
6.325855,28,921.540351
6.759178,28,923.6875
6.599852,22,925.342774
5.946456,22,927.044448
6.075412,23,928.753727
5.398363,22,930.429421
7.094359,31,932.789079
6.120526,22,934.492885
7.104225,28,936.622828
6.196546,27,938.657365
3.703335,16,939.838082
5.894475,23,941.568281
5.646446,24,943.339063
5.890213,27,945.36178
4.229168,20,946.845314
5.249879,17,948.143719
7.170448,24,949.997708
4.854291,20,951.50771
4.995903,21,953.134835
6.606827,28,955.261177
7.319081,28,957.40087
6.531018,25,959.269228
4.279197,20,960.831831
5.745733,17,962.082054
6.856203,27,964.166333
6.522666,29,966.354618
6.323734,19,967.860027
5.524354,18,969.183734
5.617308,20,970.710142
6.464011,30,973.012079
4.035952,15,974.133385
5.293609,23,975.889943
5.93925,24,977.689408
6.01024,24,979.57745
6.176597,20,981.057887
6.830669,29,983.289142
5.001639,19,984.708265
6.183478,24,986.565707
6.328777,29,988.757036
6.25626,22,990.46017
5.428926,15,991.613868
6.259495,27,993.609401
6.277809,27,995.656847
4.34119,15,996.787525
4.967378,21,998.405546
5.344913,18,999.725876
6.738249,25,1001.639718
5.394315,23,1003.382172
6.223403,28,1005.491451
5.460901,26,1007.411139
4.05451,18,1008.74506
6.188561,30,1011.066406
6.338422,25,1012.99844
5.447376,21,1014.593006
6.191919,19,1016.016037
6.494756,32,1018.448874
5.57903,21,1020.059634
7.177986,23,1021.814858
5.628009,25,1023.704139
6.022448,28,1025.833955
7.034196,22,1027.474621
6.12372,30,1029.785881
6.171217,23,1031.548295
6.718565,25,1033.468138
6.061156,19,1034.907694
5.93167,24,1036.750722
3.574996,16,1037.982178
6.495806,21,1039.579528
6.876243,28,1041.669359
5.184971,21,1043.325752
6.463928,18,1044.664899
6.578404,35,1047.27188
5.242929,22,1048.893737
5.818986,22,1050.544731
6.495169,28,1052.698002
6.080147,22,1054.332045
6.084697,24,1056.187625
5.875724,19,1057.625401
7.182695,24,1059.47802
5.978236,26,1061.438229
5.629098,23,1063.197781
4.842852,19,1064.637799
6.356531,26,1066.654935
6.704383,23,1068.395277
4.658954,21,1070.030135
6.460003,23,1071.724844
5.555158,26,1073.722532
6.016837,24,1075.53165
5.358229,26,1077.487599
4.869285,19,1078.904186
6.682993,24,1080.691914
5.700615,23,1082.432323
5.056399,27,1084.445699
6.847517,26,1086.443296
5.526313,22,1088.038148
5.827489,23,1089.818086
6.014716,19,1091.239688
6.09067,27,1093.331107
6.827125,30,1095.548219
6.377265,22,1097.274472
5.866726,23,1098.980236
6.463344,25,1100.865798
2.984544,13,1101.847883
6.913671,32,1104.347234
6.527039,30,1106.631887
6.149231,21,1108.254962
6.694812,29,1110.398429
6.632143,27,1112.428262
6.144395,29,1114.603855
6.357489,32,1117.00668
6.610331,34,1119.603979
5.848792,27,1121.661612
5.537691,18,1123.019692
5.835502,25,1124.871044
5.600462,23,1126.639055
6.791459,26,1128.591963
5.910614,20,1130.100066
6.107293,28,1132.224406
6.106284,25,1134.149087
6.808069,25,1136.042495
6.660226,27,1138.108183
5.758299,33,1140.582977
6.263031,22,1142.289381
5.886921,28,1144.43142
6.844447,25,1146.391632
5.348112,21,1147.94444
6.831308,30,1150.224566
6.363815,27,1152.262375
6.710217,28,1154.431846
6.448199,25,1156.360646
4.083546,18,1157.760811
5.666611,20,1159.233152
6.057077,22,1160.960633
5.329066,22,1162.649778
7.322534,35,1165.35805
6.53624,28,1167.454223
6.592805,31,1169.812897
5.989431,26,1171.775944
6.847422,26,1173.785792
5.947847,19,1175.224405
6.935574,27,1177.325565
6.94112,28,1179.439496
5.878699,26,1181.434139
6.324706,23,1183.136791
6.145668,26,1185.162621
7.007643,30,1187.405324
5.802364,28,1189.592957
6.285783,26,1191.613158
5.337817,26,1193.575128
6.604771,25,1195.481412
5.014061,13,1196.466512
5.227527,20,1197.963852
5.432465,31,1200.366934
6.061278,26,1202.351439
5.879573,23,1204.127303
4.826062,16,1205.331309
6.125303,18,1206.733418
6.754028,26,1208.678322
5.075815,21,1210.263233
5.960022,25,1212.207028
5.992377,21,1213.812135
5.835616,19,1215.307471
6.470506,28,1217.410814
6.084828,19,1218.837508
5.171411,17,1220.147539
5.982925,27,1222.250769
5.371123,21,1223.837712
5.303394,22,1225.53485
6.092027,24,1227.435844
5.985185,25,1229.341267
6.244299,20,1230.901825
5.667985,26,1232.874769
5.523957,18,1234.25142
5.592731,22,1235.945694
6.395053,28,1238.065114
7.421774,33,1240.601424
5.894442,19,1242.055872
6.645388,27,1244.109146
5.593261,20,1245.654933
6.74817,30,1247.94227
4.895996,22,1249.678333
4.287754,16,1250.870753
6.5614,28,1253.015095
6.688752,25,1254.899351
6.523376,27,1256.997263
6.11836,21,1258.571115
4.982189,22,1260.214879
5.8516,23,1261.978095
5.92515,27,1264.022837
5.834361,19,1265.530213
5.983519,20,1267.046224
7.151651,30,1269.357679
6.300553,26,1271.322116
4.237606,22,1273.069664
5.711439,22,1274.712321
6.330199,25,1276.608083
5.898746,25,1278.521393
6.146292,30,1280.820925
6.533532,29,1282.986314
5.378704,22,1284.667938
5.394082,17,1285.974176
7.049935,27,1288.014366
6.058535,24,1289.82445
5.422091,23,1291.603392
6.246697,26,1293.561637
7.35302,24,1295.405882
5.452183,21,1297.019509
5.819804,24,1298.882654
6.713707,26,1300.861521
6.494257,22,1302.592346
4.967853,18,1303.988176
6.882179,25,1305.876744
6.742313,28,1308.030519
5.959893,27,1310.165744
6.158776,27,1312.227452
6.01612,24,1314.077097
6.0514,16,1315.278112
6.808582,27,1317.363412
6.421021,24,1319.165675
6.318883,26,1321.142753
5.996363,24,1322.952789
6.618482,28,1325.089612
6.394393,17,1326.389305
6.279471,27,1328.418229
6.532085,25,1330.358248
6.503484,28,1332.496873
7.075577,27,1334.610117
6.753283,31,1337.012501
6.255512,28,1339.147591
6.543497,21,1340.735162
5.548887,15,1341.86476
6.369724,26,1343.813543
6.49276,21,1345.449591
4.579712,19,1346.913439
7.14305,31,1349.292264
6.246403,30,1351.596205
6.769677,25,1353.507148
5.488364,24,1355.301932
6.262387,20,1356.857377
6.522089,25,1358.705399
4.827448,18,1360.13666
5.557972,28,1362.242796
6.940189,31,1364.588815
6.423046,28,1366.730814
5.740351,18,1368.151706
6.08069,23,1369.891347
5.146092,17,1371.251844
6.28487,25,1373.143543
6.584095,23,1374.89516
6.44182,22,1376.5966
5.674972,26,1378.585404
5.119734,24,1380.44155
6.678682,22,1382.107546
5.756044,27,1384.192936
6.723021,28,1386.322801
6.464155,29,1388.53208
6.144085,26,1390.474588
6.819677,24,1392.268952
5.501379,21,1393.870153
6.942856,20,1395.40476
6.188993,25,1397.295259
6.708598,27,1399.382452
5.807104,24,1401.235216
6.608413,27,1403.318178
6.108824,30,1405.655384
6.812898,36,1408.377223
7.00471,31,1410.764532
4.435201,17,1412.042885
6.481018,26,1414.104053
5.587818,23,1415.818537
5.492761,25,1417.809772
6.14686,26,1419.786997
6.013591,28,1421.943334
5.932735,28,1424.068726
6.453336,20,1425.631104
5.099394,24,1427.420113
3.173509,9,1428.093559
6.381076,25,1430.023768
6.311474,33,1432.584352
5.532207,24,1434.414517
6.92554,21,1435.98931
6.386895,23,1437.761757
6.043794,21,1439.368445
6.395562,24,1441.21794
5.886582,23,1442.980845
3.698146,18,1444.400435
5.917053,28,1446.527406
5.226854,24,1448.407599
6.588183,25,1450.274988
5.537976,21,1451.908703
6.24328,21,1453.507083
6.192456,21,1455.123517
6.528772,20,1456.67402
5.979414,21,1458.253823
5.537192,22,1459.965451
6.848425,27,1462.060753
5.389706,21,1463.733061
5.032463,32,1466.119011
6.156532,21,1467.75921
5.364869,18,1469.158955
6.120651,24,1471.000707
6.730157,25,1472.893834
6.17672,23,1474.621778
7.05796,26,1476.62753
6.255791,31,1479.064728
4.337668,17,1480.34419
6.971546,26,1482.29962
7.084449,36,1485.116739
6.444013,28,1487.247163
6.69626,26,1489.20856
6.12064,24,1491.097459
6.228326,26,1493.080015
5.896802,25,1494.96246
5.712939,25,1496.880584
6.302352,31,1499.316261
6.0879,24,1501.151841
6.739412,25,1503.075461
6.198602,24,1504.910828
5.679008,31,1507.313726
6.068181,20,1508.833953
5.955097,20,1510.374415
6.251143,23,1512.137479
5.438937,20,1513.70494
6.906871,24,1515.540619
5.739253,22,1517.238014
7.334771,26,1519.227635
6.77202,23,1521.054842
5.569491,26,1523.043155
6.725864,21,1524.624684
6.412256,25,1526.546044
5.921219,22,1528.226523
6.853328,32,1530.666162
5.443616,28,1532.828671
6.370621,21,1534.43636
5.170321,20,1535.993533
5.505677,27,1538.045849
6.392847,34,1540.679707
6.598792,32,1543.088931
5.677456,21,1544.733129
6.355095,21,1546.359658
6.964815,30,1548.67289
6.528437,23,1550.408304
5.855723,22,1552.120677
6.304934,25,1554.039396
2.768715,14,1555.124734
6.607364,24,1556.98864
5.838019,30,1559.295148
5.046755,18,1560.640289
5.851622,23,1562.399833
5.973735,28,1564.567597
5.827391,19,1566.003265
5.825876,23,1567.801028
6.785743,28,1569.92099
6.163671,26,1571.974643
5.354877,27,1574.018963
5.878546,23,1575.817819
6.634449,29,1578.00005
5.088892,19,1579.494141
6.139877,22,1581.163713
6.682248,23,1582.900315
6.480382,27,1584.956409
6.16749,23,1586.692572
7.194254,29,1588.878295
7.025667,27,1590.975302
5.54903,23,1592.756614
3.711308,16,1594.022456
6.188253,29,1596.218996
5.533392,19,1597.714309
6.48147,30,1599.966401
7.105054,26,1601.97065
6.967288,26,1603.895654
5.457164,27,1605.994638
5.993889,21,1607.584722
4.452848,21,1609.202611
5.559562,31,1611.544922
7.114802,33,1614.091897
5.850855,24,1615.938848
7.758923,25,1617.840492
7.437027,27,1619.866276
5.604394,24,1621.753469
6.029997,26,1623.711631
5.590949,22,1625.397389
5.981036,23,1627.159152
6.04503,24,1629.064575
3.915636,18,1630.377407
6.526906,29,1632.599573
6.165404,21,1634.143506
6.563383,29,1636.377548
5.531445,26,1638.357166
7.011618,33,1640.945484
6.398091,33,1643.539806
7.221898,34,1646.095544
6.530376,29,1648.3476
6.604813,21,1649.918099
6.892433,28,1652.059198
6.643004,32,1654.460416
6.081776,22,1656.198655
6.896619,32,1658.597064
5.942872,20,1660.139529
5.261401,22,1661.804461
6.413001,30,1664.141593
6.18875,26,1666.116942
6.408614,27,1668.204595
6.430488,25,1670.133528
6.258989,24,1672.023372
5.876352,23,1673.830635
6.398842,23,1675.576982
4.951057,22,1677.256637
7.371554,28,1679.412907
4.877861,19,1680.835599
6.169459,26,1682.891218
5.876554,25,1684.796654
4.177284,16,1686.053309
5.49608,24,1687.882907
6.094227,23,1689.676562
6.336926,24,1691.484635
6.022607,28,1693.616353
6.778931,25,1695.506892
5.666739,23,1697.315029
5.859086,28,1699.415048
5.804717,21,1701.083276
6.166381,30,1703.376555
5.646595,25,1705.311749
6.876987,34,1707.87523
5.783711,26,1709.897017
6.942296,29,1712.081617
5.4025,24,1713.953996
5.193181,28,1716.127756
6.89692,21,1717.725803
5.359313,24,1719.552047
5.955956,24,1721.436604
6.140278,22,1723.087654
5.720977,25,1725.027545
5.352578,24,1726.877816
6.538377,26,1728.861615
6.194117,27,1730.928504
7.461162,31,1733.302143
6.077736,23,1735.032266
6.635703,23,1736.830972
6.044673,26,1738.788436
4.834626,14,1739.894129
6.186283,24,1741.699613
6.31991,21,1743.328159
6.572195,20,1744.830374
6.441217,22,1746.473015
6.153501,33,1749.020574
6.567526,27,1751.087096
6.578674,26,1753.08718
6.226797,29,1755.33563
5.859363,19,1756.792686
6.564229,30,1759.093072
6.173423,25,1760.982015
6.767812,28,1763.13055
6.922913,27,1765.132682
6.730195,22,1766.83766
3.131609,11,1767.697785
5.792117,19,1769.108804
6.151518,23,1770.938736
5.661873,24,1772.755852
5.93453,22,1774.484107
5.919694,24,1776.359918
4.933509,20,1777.937471
4.492278,21,1779.509402
5.991215,23,1781.272114
6.084279,22,1782.998776
6.79768,24,1784.824796
5.433497,21,1786.440912
7.155365,36,1789.149204
5.004353,19,1790.612935
6.297334,23,1792.377973
7.445932,31,1794.737517
5.561744,23,1796.50107
6.376941,20,1798.027634
6.520162,26,1800.006617
5.956093,26,1801.971854
6.479878,26,1803.950778
5.640446,24,1805.792961
5.713314,22,1807.4805
6.730332,27,1809.587133
5.655482,22,1811.20815
5.769736,20,1812.759744
2.921357,12,1813.684929
6.208513,28,1815.804255
5.317553,23,1817.604157
4.692002,18,1818.955993
6.630268,21,1820.58958
6.169743,24,1822.379664
6.407883,29,1824.619983
3.725664,13,1825.606177
5.768482,21,1827.202795
6.528954,19,1828.674686
6.529186,23,1830.426919
6.155843,25,1832.354595
6.34136,22,1834.018915
7.155601,28,1836.177909
7.150297,29,1838.365662
6.780908,29,1840.634899
6.811786,25,1842.555726
5.946,21,1844.195826
6.593637,31,1846.567559
6.822368,29,1848.821847
6.713223,39,1851.829824
5.67686,24,1853.647097
6.089284,24,1855.5435
5.925746,24,1857.314225
3.839615,15,1858.453332
6.597757,30,1860.70846
5.157689,24,1862.61739
6.693905,21,1864.185092
6.875822,30,1866.49552
5.501441,21,1868.122561
5.677954,27,1870.236553
3.291159,13,1871.244469
5.011972,18,1872.551701
7.256433,24,1874.420016
5.41869,16,1875.615661
6.685051,33,1878.109722
6.514248,27,1880.116251
5.304432,25,1882.020962
5.966165,26,1883.979146
5.191947,18,1885.395997
6.242477,23,1887.155392
5.62295,25,1889.087085
5.688407,25,1890.986603
6.747012,24,1892.789193
5.189702,19,1894.241256
6.248332,27,1896.340796
6.849255,26,1898.288447
6.38488,23,1900.042053
5.19951,25,1901.99188
7.238218,26,1904.058303
6.629764,24,1905.834443
6.743262,20,1907.337571
4.674842,20,1908.887909
6.149008,21,1910.510949
6.852292,25,1912.438262
5.541535,20,1913.95083
6.997659,27,1916.052305
3.974974,11,1916.876639
6.501633,33,1919.457035
6.092063,28,1921.544254
6.137732,18,1922.922203
6.970435,30,1925.250395
7.135265,32,1927.723511
6.248456,30,1929.97939
6.317169,27,1932.089566
6.274123,20,1933.585465
6.44281,24,1935.437774
6.517635,16,1936.646954
5.900321,23,1938.393807
6.822043,31,1940.780373
6.235592,23,1942.545378
6.321523,29,1944.720002
6.108907,29,1946.964359
6.582662,21,1948.520351
5.953078,24,1950.404276
6.830899,29,1952.545135
5.814917,24,1954.388364
5.856603,19,1955.846206
5.942301,27,1957.946138
6.573648,29,1960.14782
6.065895,23,1961.917898
7.005787,21,1963.46063
5.645585,22,1965.192103
5.614987,25,1967.095033
6.356286,24,1968.889919
5.660885,25,1970.804837
5.916779,26,1972.849018
4.23532,17,1974.117414
5.562682,24,1975.958463
