# {"t_start": 1672454481.0827203, "env_id": "PctContinuous-v0"} 
r,l,t
5.870036,25,218.03556
4.880071,21,219.629023
5.313414,22,221.237496
4.456929,19,222.656167
3.618529,17,223.983166
6.301117,28,226.030211
6.081096,25,227.892163
3.538038,11,228.702188
6.178794,20,230.156043
4.708299,23,231.907137
5.279128,23,233.631047
6.021978,28,235.707622
4.370332,19,237.103388
6.07301,22,238.736745
6.444585,25,240.585457
4.722856,25,242.460927
5.877187,30,244.685798
5.628271,18,246.083206
5.549443,23,247.809443
4.725928,16,248.987023
4.858361,19,250.397816
3.818371,13,251.356937
4.686018,25,253.263904
4.865567,17,254.535413
6.162479,28,256.574039
5.693072,28,258.767499
4.577067,19,260.175864
5.409438,20,261.695729
3.957066,16,262.891423
6.331099,24,264.689245
3.466363,15,265.806197
4.337947,20,267.282295
5.411585,26,269.231107
4.370448,15,270.329819
5.271512,21,271.908927
5.194077,24,273.677501
5.734755,23,275.358233
5.329898,27,277.448429
5.696749,25,279.354655
5.279746,20,280.830884
6.691887,30,283.136345
6.564191,24,284.922607
5.589534,26,286.8882
4.380578,15,287.98513
4.485725,20,289.424873
4.863103,22,291.070976
6.638503,26,292.953519
6.656472,26,294.959698
4.638099,25,296.809669
5.239404,19,298.18846
6.400339,21,299.761894
3.665739,18,301.095706
5.467437,24,302.893565
6.287989,26,304.797087
7.010837,19,306.24577
4.809138,16,307.462006
4.509063,20,308.916574
5.488274,24,310.720994
4.376924,18,312.053975
5.720972,23,313.787002
5.127876,21,315.314392
5.411849,24,317.119318
4.687161,25,318.963779
4.927691,27,321.019041
5.822979,26,322.934269
5.161102,21,324.504014
4.293171,20,326.002416
5.650298,21,327.545855
6.024546,19,328.997198
6.167712,25,330.844212
5.938002,19,332.299528
5.492851,22,333.924557
6.026443,25,335.835748
5.153842,24,337.642192
4.483563,16,338.826027
6.147945,23,340.557572
5.040681,25,342.389807
6.677528,28,344.465043
6.330819,23,346.212711
4.725909,17,347.486238
5.381181,22,349.125893
5.563469,21,350.664271
4.286449,21,352.205141
3.853757,17,353.471406
5.858259,23,355.186153
4.561072,19,356.587876
5.399287,18,357.960197
5.285923,21,359.502576
5.728747,22,361.114481
5.035125,18,362.513668
5.464022,20,363.966127
6.475443,27,366.004107
5.546573,16,367.212085
5.618028,21,368.789764
6.465301,23,370.454947
5.640569,20,371.921365
3.702135,18,373.271443
5.135218,22,374.876655
6.069902,29,377.067323
5.79236,26,378.97173
4.876463,19,380.415366
5.001662,19,381.8439
5.667216,21,383.394197
5.327312,20,384.91701
6.029095,30,387.145025
5.450889,24,388.959211
5.723842,19,390.366372
5.564183,21,391.9643
5.219728,25,393.806849
5.131935,16,395.007568
4.560336,18,396.32489
4.602459,25,398.162822
6.21054,18,399.541138
5.096607,21,401.070277
5.734472,25,402.941887
5.028641,19,404.336742
5.459147,19,405.757713
4.006753,20,407.272084
5.744185,27,409.237655
6.269565,19,410.674992
3.338632,14,411.742881
5.587533,21,413.312775
4.730295,15,414.452048
4.617955,16,415.627229
5.46467,22,417.306216
4.691296,18,418.643343
5.10559,22,420.328472
4.694851,23,422.061328
6.090895,28,424.157472
5.570845,24,426.011934
4.358474,16,427.182658
5.44377,17,428.443138
5.296877,25,430.320503
5.859162,26,432.299345
6.4308,29,434.419759
6.291341,26,436.368558
5.396851,24,438.135764
5.208773,18,439.464022
6.025907,24,441.290681
5.445104,16,442.46398
5.703735,27,444.486655
5.493015,23,446.182317
5.692853,27,448.188617
5.145615,18,449.526461
5.948997,25,451.476051
4.98385,23,453.200552
4.396994,18,454.516612
6.374426,26,456.509198
3.924198,16,457.693643
5.410034,22,459.366594
6.083374,20,460.847562
5.276633,22,462.45314
6.771478,30,464.624402
4.921189,20,466.164161
5.856519,27,468.149258
5.743409,22,469.820765
4.256104,14,470.879116
5.295143,27,472.88563
4.908745,23,474.637098
5.137384,14,475.67536
5.562541,24,477.520535
6.593231,31,479.829828
6.338033,29,482.021787
6.173303,29,484.116799
6.043663,32,486.545552
5.425175,19,487.936942
4.64618,18,489.308101
4.851702,22,490.959374
6.099394,24,492.778593
5.40929,23,494.495479
5.283926,27,496.582046
5.327564,22,498.225419
5.699565,21,499.814709
6.19115,23,501.525952
6.251618,28,503.629323
6.401022,33,506.112712
6.904751,27,508.135811
5.361,25,509.975802
6.701072,32,512.384425
5.730019,21,513.943304
6.477023,21,515.551001
5.677532,22,517.188709
5.873239,32,519.655378
5.280991,18,521.011279
5.903051,35,523.683259
6.42866,23,525.392039
5.290614,20,526.939241
6.176406,27,528.951631
5.794128,23,530.703762
5.562647,17,531.952744
5.454235,26,533.927627
4.954277,21,535.450897
5.415359,23,537.162119
5.912782,25,539.033084
5.880091,22,540.656098
5.056868,24,542.506071
5.615696,23,544.172442
7.04621,30,546.448362
6.716315,25,548.277164
5.445758,22,549.935863
5.52765,29,552.085312
5.795868,24,553.897346
5.485629,22,555.566333
6.523351,33,558.03708
5.262817,15,559.172878
6.354587,23,560.903419
5.857884,22,562.519382
4.722331,18,563.902224
6.396905,26,565.794039
7.619774,25,567.685585
5.942935,22,569.288167
6.00273,28,571.400868
4.214172,15,572.494562
6.160275,22,574.155032
5.992637,20,575.729967
5.476363,22,577.364824
6.042558,32,579.773576
5.481781,16,580.949684
4.141769,18,582.307888
6.290527,21,583.887791
5.586072,20,585.3568
4.502553,18,586.737577
4.661102,19,588.140239
6.71243,25,590.029398
6.669257,30,592.295624
6.944821,27,594.323542
6.768768,25,596.138153
5.988924,28,598.294512
5.756685,21,599.863522
6.474864,26,601.810731
4.740583,18,603.22097
4.834882,16,604.401274
5.535384,24,606.225149
5.046218,24,607.970644
6.5269,23,609.701585
4.718966,20,611.16233
5.62536,27,613.242648
5.593117,21,614.818314
6.08439,25,616.689205
5.660662,24,618.443235
5.94583,26,620.448209
5.644957,20,621.928841
6.303393,23,623.640469
6.346084,25,625.469555
6.678982,28,627.615443
6.991562,34,630.195903
4.237624,24,632.000935
5.569101,24,633.782456
6.303184,23,635.496991
4.274271,19,636.886468
5.846156,25,638.820444
4.603421,24,640.62387
5.739265,29,642.821761
6.64614,26,644.747486
5.664761,28,646.885323
6.170381,22,648.499689
6.055099,19,649.966059
6.454635,25,651.835217
6.448767,22,653.538034
5.887276,24,655.32215
6.937832,29,657.507424
6.313319,19,658.918254
6.583057,22,660.558809
3.588451,19,661.992849
5.939398,24,663.791486
5.268586,14,664.862394
6.44305,24,666.664569
6.795198,31,669.01992
5.622919,25,670.87859
5.795409,26,672.856464
4.545515,17,674.124373
5.694469,24,675.888131
5.52015,17,677.224307
6.583916,24,678.980061
6.41872,23,680.75742
2.528261,10,681.503014
5.57624,32,683.94834
6.325048,29,686.102317
5.461715,22,687.820592
5.622192,19,689.185189
5.69593,22,690.816246
5.588465,19,692.274782
7.157547,29,694.410992
5.962692,18,695.815004
6.93769,35,698.456194
6.559614,29,700.654221
6.912601,33,703.132952
5.130468,21,704.722009
5.372507,26,706.705851
5.466594,28,708.790722
6.130901,19,710.247415
3.433968,16,711.454104
6.017639,25,713.339087
6.212437,24,715.17984
6.579409,23,716.876644
5.327035,17,718.175723
6.49885,24,719.959944
5.880495,17,721.228914
6.45473,30,723.459975
6.704482,24,725.277917
5.672566,21,726.839021
7.269573,24,728.638443
5.26754,23,730.437982
5.852517,26,732.376721
7.148741,25,734.266
6.108631,24,736.065828
7.086756,30,738.398991
4.678776,16,739.607201
6.279695,27,741.629588
5.610262,21,743.212579
6.272779,25,745.125368
5.804283,17,746.393449
6.90401,27,748.42192
6.234182,26,750.390032
4.860311,26,752.367281
5.095139,17,753.621335
5.826427,31,755.99553
3.339739,16,757.214602
7.210642,32,759.63784
7.326137,29,761.796805
6.019377,31,764.133498
6.915988,26,766.089285
6.837904,22,767.788118
6.449235,30,770.017665
5.996978,30,772.324762
5.0194,24,774.08917
6.195727,29,776.311547
7.504494,30,778.565514
6.022733,30,780.816022
5.489591,23,782.58798
5.624109,17,783.830935
5.201003,18,785.197404
6.694292,31,787.559145
6.960045,23,789.288368
5.704668,29,791.410356
6.264043,30,793.691763
6.952438,28,795.785809
6.474433,26,797.791364
7.081021,23,799.517886
5.827615,22,801.192098
6.199802,22,802.837647
5.698924,24,804.656653
5.893303,24,806.436024
5.960228,19,807.861872
6.133742,22,809.527942
6.686423,31,811.899438
5.836917,27,813.940448
6.65459,28,816.087921
6.110455,25,817.928584
6.633003,22,819.586575
5.894531,21,821.164218
6.240086,25,823.036565
5.546817,23,824.811386
5.42365,19,826.247925
5.290363,27,828.293268
6.103384,25,830.178962
7.280935,24,832.010999
5.345251,18,833.361828
5.181251,27,835.486367
4.995902,19,836.908828
4.545996,20,838.481949
6.693537,25,840.361358
5.742139,29,842.607456
6.15797,28,844.712082
6.577967,24,846.54628
6.214878,25,848.372062
5.884528,23,850.099802
6.628464,32,852.514189
6.167248,22,854.185608
6.483168,31,856.444777
6.711669,33,859.007131
5.900945,23,860.743082
6.423224,28,862.835874
5.273363,21,864.408501
6.020728,24,866.250794
5.861386,28,868.410487
5.219264,17,869.70382
5.042932,21,871.260998
5.496384,25,873.174775
5.232176,17,874.43557
6.60428,30,876.742942
6.201875,20,878.235827
7.104947,28,880.379407
5.850939,21,881.980771
6.694186,29,884.174305
6.1294,26,886.131769
5.578364,17,887.422094
6.143705,25,889.314893
5.567708,26,891.232562
5.951735,20,892.772179
5.697927,22,894.428281
5.678744,26,896.412159
6.240545,27,898.42682
6.623315,29,900.674345
5.687553,26,902.610718
4.949329,20,904.139029
6.583033,23,905.865555
5.745169,25,907.821623
5.965116,26,909.770002
5.807129,19,911.242104
5.167394,16,912.441515
5.127733,21,914.017438
6.79995,23,915.818739
6.085223,22,917.475767
6.626004,23,919.243264
5.802589,28,921.327889
5.127348,17,922.650201
4.865328,23,924.371371
5.811143,20,925.945952
5.970441,23,927.658739
5.282604,19,929.094996
6.982705,23,930.817861
5.408229,19,932.257085
4.963613,23,934.059704
5.90215,23,935.795016
6.150002,23,937.551304
6.802165,24,939.343667
5.942201,20,940.848916
5.470105,27,942.824723
4.832418,20,944.302089
6.408224,26,946.273953
5.620373,26,948.308038
6.811442,32,950.690831
5.693761,22,952.399459
5.63696,25,954.277181
5.493527,24,956.146341
5.715463,22,957.792966
5.540109,24,959.578319
5.206855,28,961.719274
6.294125,27,963.807313
5.267339,24,965.640279
4.354726,18,966.993447
5.661557,20,968.527699
6.041353,28,970.623959
5.968463,27,972.723144
5.643205,22,974.363496
5.434443,18,975.77125
7.26452,32,978.167152
4.518713,20,979.735843
5.362071,28,981.840022
5.553432,20,983.376646
5.376632,23,985.094527
6.00773,26,987.126985
4.395499,21,988.704774
6.869855,22,990.40992
5.879739,24,992.23157
6.074422,25,994.107276
5.524866,23,995.836278
5.807211,22,997.492785
6.017515,22,999.151808
6.698071,29,1001.305424
5.906036,21,1002.929552
5.687091,16,1004.151321
4.96871,21,1005.744873
5.275847,22,1007.363222
6.106664,23,1009.107191
6.577111,30,1011.396166
6.991125,28,1013.533493
6.408329,25,1015.420069
6.295151,31,1017.810112
6.944347,20,1019.324718
6.392454,21,1020.960118
5.917012,26,1022.911793
6.18214,30,1025.184826
5.778271,23,1026.902727
6.311241,31,1029.304507
5.496632,27,1031.328138
5.45827,21,1032.956234
6.549302,27,1034.996667
6.014157,19,1036.480639
6.335733,25,1038.372022
7.710166,29,1040.565053
6.732592,26,1042.532717
6.362003,26,1044.545041
4.724435,17,1045.782483
7.172402,29,1047.961162
5.917204,26,1049.881585
5.838854,25,1051.814521
6.600564,38,1054.703394
4.535525,18,1056.045521
6.82971,27,1058.110569
6.734976,32,1060.543524
6.799722,26,1062.522404
6.372808,28,1064.654907
6.320168,24,1066.52676
5.796291,28,1068.626288
6.335956,30,1070.93052
5.25961,24,1072.704937
6.805037,25,1074.620125
5.152056,17,1075.921857
6.950962,25,1077.807709
6.734701,31,1080.134316
5.58202,18,1081.504094
6.859136,23,1083.176574
5.811883,17,1084.464739
6.098327,23,1086.223398
6.195287,21,1087.75174
5.728577,24,1089.606047
6.307376,24,1091.422782
4.68719,20,1092.983459
6.064529,28,1095.033677
6.35981,32,1097.532154
7.160575,24,1099.303685
5.445723,24,1101.100271
6.634812,27,1103.170139
6.267195,29,1105.446074
5.276844,19,1106.860421
6.372294,24,1108.721521
5.683482,21,1110.259965
4.955645,20,1111.777972
4.540463,21,1113.378835
5.870873,32,1115.758295
6.392219,22,1117.395127
7.076098,32,1119.857471
6.896264,24,1121.680504
6.34737,32,1124.083833
5.713034,17,1125.334354
7.03093,30,1127.624254
6.070951,22,1129.289646
5.052172,21,1130.902313
5.12314,20,1132.378292
6.871622,29,1134.603985
6.90736,29,1136.812532
5.478304,26,1138.807233
5.3303,20,1140.297045
5.861603,22,1142.00719
6.524904,27,1144.078548
5.991253,26,1146.083092
6.581507,24,1147.89979
5.306036,23,1149.633985
4.461834,21,1151.223958
7.175815,30,1153.527961
6.545305,26,1155.546654
5.965555,25,1157.498015
5.736783,22,1159.108073
5.727888,24,1160.98074
5.241575,26,1162.981221
6.399352,23,1164.782986
4.893829,24,1166.569574
5.773167,26,1168.577221
6.342248,21,1170.140572
6.734753,29,1172.392506
5.621431,24,1174.189723
5.784376,19,1175.632133
6.535474,23,1177.421734
6.402381,24,1179.249636
6.159394,24,1181.067417
6.424811,31,1183.407459
6.146124,23,1185.181805
6.91565,29,1187.363579
6.457629,25,1189.30067
5.644755,23,1191.080802
5.540903,29,1193.281414
7.260678,35,1195.939661
6.588695,22,1197.603194
6.994537,22,1199.309039
4.288026,18,1200.692071
5.544293,25,1202.608257
6.764709,26,1204.602181
6.65069,31,1206.959517
5.616509,27,1208.992322
6.477643,29,1211.216865
6.622757,20,1212.747429
5.564926,18,1214.148335
6.697406,32,1216.591206
5.537177,27,1218.640161
6.570565,31,1221.006523
5.883246,24,1222.868199
5.654322,23,1224.6181
5.715571,20,1226.195347
6.383375,23,1227.981231
6.647957,31,1230.375618
5.403559,24,1232.200824
7.04381,28,1234.360197
6.108251,21,1235.965596
6.026313,18,1237.265534
6.31668,27,1239.396544
5.771257,21,1240.98756
6.462408,23,1242.757544
6.592943,27,1244.794615
6.313151,25,1246.742696
5.197914,26,1248.711972
6.379161,22,1250.449311
6.335666,25,1252.32512
6.619738,24,1254.173959
7.010675,24,1255.992234
5.725453,22,1257.700343
6.194382,21,1259.276092
6.11662,27,1261.313198
6.10453,21,1262.890842
5.679153,29,1265.169007
6.345703,23,1266.935726
6.233764,32,1269.379546
6.243677,29,1271.575659
5.60158,22,1273.297531
6.086818,22,1274.964671
5.378613,18,1276.328496
6.833126,32,1278.783812
6.316997,21,1280.398302
6.983212,32,1282.770452
6.219294,24,1284.620158
6.293536,18,1285.99312
6.435105,23,1287.72769
5.227771,24,1289.541118
6.69023,28,1291.687443
5.898356,17,1292.958769
5.910468,26,1294.960663
6.503088,27,1297.036132
7.120814,26,1299.042575
7.21688,30,1301.331045
6.306192,23,1303.155816
5.947992,24,1304.970704
5.774541,24,1306.825812
6.318147,28,1308.967824
6.170159,26,1311.015053
4.913526,24,1312.84746
6.775321,32,1315.29605
6.365478,29,1317.527137
5.991082,23,1319.280508
6.175304,23,1320.994252
6.030334,24,1322.830697
5.442502,22,1324.488657
5.498487,22,1326.207238
5.807067,24,1328.009115
5.523012,28,1330.134965
6.472648,35,1332.832173
7.173062,29,1335.069508
4.653164,23,1336.894134
5.75664,24,1338.701648
7.263782,30,1340.969895
5.945585,23,1342.710922
6.603725,31,1345.080509
6.369127,26,1347.074134
7.187753,27,1349.158747
6.645226,27,1351.240276
6.350658,19,1352.701155
6.40545,28,1354.813513
5.905238,26,1356.809123
6.534781,31,1359.122452
4.781615,26,1361.127187
7.453265,28,1363.226082
5.616805,22,1364.932458
6.476033,26,1366.885176
6.645065,24,1368.766
6.312449,30,1371.050597
5.590829,19,1372.539965
7.316685,34,1375.199114
6.052559,28,1377.303994
6.809301,18,1378.678248
6.001368,24,1380.531939
6.959042,24,1382.371502
6.280595,18,1383.750331
5.972965,27,1385.819594
6.36246,23,1387.566967
5.693815,25,1389.422542
6.435409,28,1391.558318
6.488479,23,1393.267261
5.313193,20,1394.807387
5.997221,24,1396.625735
6.33567,26,1398.634313
6.405976,20,1400.154524
7.524078,28,1402.336109
6.397386,27,1404.380079
3.077127,15,1405.536501
4.126505,16,1406.812837
6.259335,22,1408.468438
6.050213,24,1410.339268
6.483737,28,1412.433744
5.688984,25,1414.394578
6.964053,31,1416.793836
5.993463,23,1418.577255
5.429928,21,1420.168344
6.142644,22,1421.892562
6.805747,21,1423.46188
5.457145,23,1425.284564
6.71672,30,1427.531825
7.093322,25,1429.467089
6.296173,26,1431.421922
6.794721,32,1433.901092
6.194522,27,1435.939919
6.638309,26,1437.952099
5.869061,24,1439.772522
7.65054,29,1441.997339
6.023174,28,1444.174243
6.452099,26,1446.162729
7.040054,26,1448.180387
6.442079,23,1449.913975
5.419317,29,1452.165474
5.98376,31,1454.549011
6.160724,25,1456.469145
6.915659,25,1458.339634
5.673338,22,1460.05993
6.672776,30,1462.369003
6.481297,30,1464.711518
6.959363,20,1466.216031
6.149892,23,1468.017955
7.016112,24,1469.850902
7.100707,27,1471.912571
7.102145,32,1474.354481
6.309817,24,1476.165125
5.92651,26,1478.185518
6.536129,29,1480.43206
6.137071,21,1482.046765
5.988306,22,1483.740081
6.151312,21,1485.345521
6.750454,27,1487.436949
6.869287,23,1489.162136
5.40674,16,1490.447913
5.627177,22,1492.098274
5.51263,27,1494.171196
6.652944,28,1496.310393
5.705839,21,1497.939569
5.254032,28,1500.102804
5.588399,24,1501.970675
5.617125,29,1504.16334
6.473837,27,1506.3075
6.154673,24,1508.08987
7.179221,30,1510.394449
6.793351,25,1512.287676
6.939448,27,1514.418809
6.549816,26,1516.39092
7.158688,27,1518.474743
6.762396,24,1520.32642
5.596367,26,1522.374675
6.072162,23,1524.118537
5.953633,20,1525.66522
5.550655,22,1527.316999
6.833958,21,1528.961143
6.832549,29,1531.139099
6.216957,26,1533.164274
6.734643,29,1535.359681
6.007203,24,1537.237169
5.61168,28,1539.389452
5.957837,24,1541.238636
5.944775,19,1542.639341
5.786651,21,1544.293182
6.723936,30,1546.62049
7.077423,26,1548.620688
6.565251,31,1550.948648
5.330689,17,1552.282745
6.390279,25,1554.207746
6.646054,32,1556.70748
5.937992,26,1558.641399
5.939583,25,1560.587983
5.71915,22,1562.252478
4.383956,17,1563.618836
6.597954,22,1565.276631
6.573235,28,1567.432574
6.301027,23,1569.170451
6.242656,27,1571.309781
5.37787,19,1572.753979
6.485317,29,1574.978395
6.234184,25,1576.876751
6.458339,23,1578.680316
5.512221,27,1580.713542
7.647891,35,1583.364574
6.373965,28,1585.483402
7.201539,26,1587.464519
6.605248,23,1589.210678
6.634968,27,1591.298533
7.575513,36,1594.110391
6.133501,22,1595.789773
4.162536,24,1597.66767
5.905531,21,1599.222432
6.808933,23,1600.945237
6.817112,29,1603.173924
6.464264,26,1605.111678
6.871728,34,1607.74294
7.045115,30,1610.054938
7.04696,24,1611.869251
5.651762,22,1613.569818
5.734917,25,1615.491178
6.061722,21,1617.119455
3.285666,14,1618.136252
5.125737,17,1619.444537
7.163495,25,1621.396213
5.814876,24,1623.210731
6.447026,26,1625.212124
6.398942,23,1626.93604
7.643371,35,1629.663461
6.561664,23,1631.388235
5.972563,24,1633.233966
7.601717,27,1635.221104
6.701473,27,1637.321917
6.799882,24,1639.144195
5.736149,25,1641.102772
6.494724,30,1643.411283
7.000909,26,1645.448934
6.612223,26,1647.447422
6.312755,27,1649.47936
6.841602,33,1652.012053
5.507026,20,1653.510418
3.046753,10,1654.269282
5.85294,22,1655.978262
5.948434,26,1657.941458
5.115116,20,1659.482772
6.164656,28,1661.586694
5.492332,19,1663.088274
6.856733,27,1665.123461
6.711344,27,1667.261382
5.982875,17,1668.537514
6.890002,28,1670.744621
5.452415,23,1672.508889
6.240152,24,1674.40647
6.743019,26,1676.353111
6.409314,21,1677.931116
5.842267,32,1680.406085
6.722232,24,1682.310468
3.854355,15,1683.449713
5.718908,25,1685.385445
7.163568,24,1687.222689
5.71897,26,1689.204095
6.533161,31,1691.572325
7.003752,25,1693.491575
6.057027,23,1695.222262
5.606503,27,1697.331099
6.085246,24,1699.139334
5.055933,23,1700.894513
4.204221,14,1702.022266
6.58701,27,1704.043828
5.417082,18,1705.473116
5.564227,22,1707.139391
6.655864,24,1708.993833
5.652672,26,1710.972852
5.599189,24,1712.845152
6.975188,29,1715.085393
5.892572,24,1716.920131
6.341271,18,1718.264033
6.243207,25,1720.160679
6.548568,28,1722.365014
6.202943,22,1723.997186
4.302086,18,1725.442583
6.859465,25,1727.344787
7.088207,31,1729.722169
6.124828,30,1732.043649
5.534594,28,1734.139575
5.789215,23,1735.942528
6.705745,34,1738.504603
5.443598,20,1740.044099
6.591765,24,1741.858682
6.508014,23,1743.658391
5.256739,22,1745.288264
6.275293,25,1747.23232
4.713299,23,1748.975189
6.621295,28,1751.105855
6.483708,23,1752.886842
6.657781,21,1754.497739
6.131389,21,1756.133281
6.359141,24,1757.923527
7.186774,31,1760.313899
6.85737,26,1762.250178
5.992199,24,1764.102101
5.78886,22,1765.775717
6.559903,34,1768.372983
6.987247,34,1771.031644
5.61783,25,1772.919028
5.894592,26,1774.955855
3.997601,19,1776.453667
6.095001,26,1778.465721
4.60379,17,1779.760809
5.976162,22,1781.434789
6.220947,26,1783.462656
7.672815,26,1785.493636
5.983034,26,1787.430018
5.841664,27,1789.523172
6.350979,20,1791.008277
5.799543,27,1793.116671
6.30375,27,1795.144913
6.511356,31,1797.530319
6.597067,26,1799.475169
5.583912,24,1801.302707
5.58543,20,1802.812047
6.064562,23,1804.602895
6.408319,30,1806.899615
6.503625,23,1808.679912
5.209979,21,1810.283824
6.627941,26,1812.26295
6.69166,24,1814.078271
5.997249,22,1815.756536
7.50995,29,1817.99923
7.114718,26,1820.00061
6.500995,25,1821.879244
6.261764,24,1823.75442
5.05997,21,1825.322692
6.006019,17,1826.603796
6.458827,27,1828.694515
4.500777,19,1830.161439
6.710486,30,1832.465305
6.768456,27,1834.481215
5.786567,25,1836.437762
6.178326,27,1838.45688
6.734364,21,1840.126263
6.487362,35,1842.864519
6.221636,26,1844.832249
6.024941,26,1846.866244
6.293095,27,1848.914237
6.889284,32,1851.406624
7.54941,32,1853.811986
4.904733,23,1855.630118
6.336092,21,1857.194483
4.179984,18,1858.558332
7.740902,20,1860.066905
7.202602,27,1862.158688
5.758326,20,1863.690761
6.914917,28,1865.862831
6.595052,30,1868.140376
4.593606,19,1869.581989
5.956285,26,1871.634341
6.826569,25,1873.543237
6.20852,26,1875.493029
6.58272,19,1876.906695
4.764771,22,1878.575604
6.278976,31,1880.866532
6.14441,23,1882.665536
6.456713,19,1884.094957
5.876826,19,1885.560177
7.279349,24,1887.394148
5.277518,25,1889.326641
6.559479,29,1891.51982
4.783706,20,1893.047513
5.59537,20,1894.569483
5.620245,19,1896.018923
4.824517,22,1897.714741
5.757436,22,1899.395999
5.861515,24,1901.235207
6.098987,27,1903.338884
5.373557,24,1905.210374
3.471655,17,1906.46709
6.491564,27,1908.530335
6.188434,25,1910.437877
6.218863,29,1912.671726
6.502264,28,1914.801918
6.347774,29,1917.066537
5.584382,24,1918.873492
7.294106,27,1920.971483
5.994536,29,1923.227988
5.437833,17,1924.489955
7.272407,30,1926.799842
6.167259,21,1928.406172
4.912069,16,1929.615005
5.064882,22,1931.359881
5.705175,25,1933.222088
4.380443,19,1934.697589
7.094604,21,1936.297194
6.007407,22,1937.957829
6.749721,30,1940.266557
5.559985,17,1941.547612
6.757229,27,1943.607861
6.632864,28,1945.751155
6.514901,27,1947.801596
7.10191,33,1950.360165
6.567836,26,1952.25727
5.727784,22,1953.955136
6.990811,25,1955.861897
6.163568,23,1957.655914
7.001631,32,1960.088049
5.530885,24,1961.938719
6.520298,21,1963.481824
7.319776,25,1965.417699
6.896871,27,1967.498409
6.540601,28,1969.613171
6.122229,29,1971.830075
5.647231,27,1973.895905
6.044039,22,1975.589348
6.785898,29,1977.891654
6.662669,25,1979.782671
6.573839,30,1982.129223
6.504763,20,1983.641143
5.931339,18,1984.989699
5.436145,25,1986.871887
6.376024,27,1988.971895
5.569599,22,1990.631153
6.135428,25,1992.580801
7.183789,21,1994.187191
5.20386,20,1995.747064
6.682751,27,1997.849524
