# {"t_start": 1672454481.0914512, "env_id": "PctContinuous-v0"} 
r,l,t
4.969003,23,362.879068
4.635968,13,363.794389
4.274206,21,365.416589
5.224238,25,367.294848
5.087747,22,368.914021
6.146761,20,370.380655
3.791151,19,371.770872
6.652564,29,373.933638
4.860181,18,375.240066
4.807918,16,376.461084
4.184706,11,377.302269
5.763032,23,378.964021
4.272122,21,380.550998
5.785492,27,382.584898
5.648645,26,384.534862
5.361084,23,386.25716
5.421414,20,387.771965
3.733174,13,388.717971
5.311723,25,390.564452
5.658694,25,392.465596
5.65659,30,394.660355
5.371826,19,396.082604
5.556734,28,398.152055
5.045491,23,399.89167
5.892136,27,401.874757
6.070293,26,403.810473
5.732945,26,405.747106
6.009051,30,408.003828
4.869239,20,409.465125
5.55984,26,411.438554
6.526487,26,413.377494
2.239649,8,414.014893
6.627856,26,415.91748
4.886356,14,416.956446
4.446631,25,418.867568
5.95019,25,420.765295
5.419728,19,422.21929
4.455243,16,423.411466
4.858411,18,424.801837
5.782262,24,426.582059
6.021384,26,428.568743
4.886606,17,429.80866
5.822808,22,431.414985
6.331753,26,433.399787
4.426363,23,435.070884
5.579768,16,436.277843
4.687625,20,437.749643
4.54587,17,439.027752
6.004933,21,440.601095
5.682563,23,442.313423
6.03236,28,444.408713
6.38663,27,446.398103
5.841742,20,447.900335
5.10688,23,449.587616
5.155657,28,451.765425
5.962996,24,453.559105
5.409212,17,454.860891
6.252219,30,457.08478
5.142515,21,458.688957
4.231794,18,460.026923
7.141017,29,462.176462
5.511467,22,463.761121
5.534054,22,465.371077
6.141696,22,467.042546
5.104548,22,468.64673
5.819722,23,470.428031
5.697883,25,472.298425
5.431858,20,473.819152
6.246616,23,475.509061
5.610918,16,476.712339
6.469405,24,478.538688
6.321682,24,480.323533
3.968474,20,481.855211
4.383922,20,483.320166
4.639502,21,484.882705
4.652173,25,486.738494
6.761724,30,488.993223
5.445876,25,490.85326
4.685322,23,492.632251
5.86005,23,494.345143
4.813489,22,496.06003
4.748734,22,497.678091
5.89791,26,499.671103
5.553017,21,501.210828
5.906507,28,503.272888
5.231984,26,505.286028
5.510908,22,506.913482
6.08757,28,509.013882
5.94767,24,510.767781
6.09837,21,512.377877
4.82795,27,514.38467
5.951398,22,516.072302
6.839865,22,517.727892
5.490014,21,519.34359
3.32279,16,520.55422
5.043542,20,522.056094
6.31253,25,523.983278
5.151139,23,525.69672
5.687768,25,527.620153
5.308231,20,529.100122
4.977073,21,530.69268
5.108962,20,532.177579
4.851509,17,533.408371
4.90339,17,534.727639
6.060214,26,536.630361
6.087369,24,538.442137
5.646291,21,539.984372
6.735848,25,541.871139
4.997979,20,543.35953
5.961316,23,545.117429
4.679029,19,546.505763
6.398423,26,548.472506
3.751042,12,549.32989
5.909884,27,551.324857
5.742088,27,553.392752
5.352641,29,555.563798
5.25564,20,557.089781
4.413015,20,558.587159
4.499455,18,559.921219
4.219849,20,561.405446
6.473688,29,563.597314
5.530764,22,565.209321
6.248881,25,567.047811
5.679795,23,568.761414
5.440577,26,570.690569
5.895635,21,572.251596
6.088314,30,574.546304
5.880331,24,576.382166
5.898684,22,578.030737
5.393825,24,579.8346
5.490671,21,581.380026
6.196194,26,583.369906
5.156679,23,585.049143
6.244773,24,586.862737
5.40078,25,588.700777
5.886756,23,590.466401
5.944361,27,592.495129
6.717912,26,594.447094
5.444596,25,596.273014
6.11016,19,597.74114
4.469864,20,599.252981
6.67827,24,601.07874
5.414825,20,602.581661
6.787861,29,604.795418
5.663365,25,606.662184
6.572011,30,608.90324
5.83331,19,610.291982
5.697152,24,612.061639
5.044534,18,613.466205
5.775963,27,615.468935
6.147448,24,617.254066
5.002601,23,618.97411
5.875541,20,620.506169
3.887964,20,621.987286
6.049242,31,624.281831
5.585501,26,626.212274
6.820074,26,628.172846
6.058088,27,630.259978
6.393803,30,632.53721
5.954997,27,634.500244
6.771548,29,636.649534
5.516834,27,638.71467
6.362101,28,640.844996
6.667759,30,643.112244
6.647611,22,644.7388
5.614611,25,646.643677
6.442744,35,649.229197
6.100238,23,651.004831
5.957068,31,653.321458
6.26431,26,655.311029
5.447105,17,656.588063
5.810941,24,658.414915
5.518833,22,660.040191
5.951551,23,661.766466
5.848294,25,663.643631
7.162492,33,666.127918
5.024403,15,667.237449
6.2389,19,668.704345
5.77589,26,670.642849
5.378728,23,672.402743
6.199648,25,674.279234
5.971088,25,676.164121
4.100917,17,677.423456
6.270728,25,679.286171
6.372207,28,681.42611
5.37199,19,682.84506
5.711454,23,684.619941
7.04883,23,686.324678
6.102185,26,688.29131
6.605823,26,690.210037
5.405337,18,691.584812
6.340844,24,693.383202
6.63865,25,695.292411
5.883143,20,696.780846
4.608717,14,697.829161
6.454334,26,699.827429
6.699095,27,701.819453
5.430854,26,703.805718
5.786276,22,705.464016
6.193756,22,707.152391
7.198588,21,708.70895
5.699578,16,709.89403
6.149373,22,711.615386
5.283155,21,713.194257
6.277134,27,715.239872
3.725846,17,716.508138
6.527642,20,718.021999
6.34453,24,719.811041
5.928879,23,721.565279
5.847902,21,723.090457
5.123416,17,724.365873
5.840542,24,726.188621
6.774312,27,728.177652
5.797402,29,730.429024
6.428849,29,732.638817
4.726566,20,734.123902
3.100354,16,735.313251
6.28106,25,737.236994
6.182723,24,739.083303
4.552281,21,740.688361
6.130642,25,742.523467
6.639277,29,744.733954
5.889842,30,746.979676
6.658666,22,748.651665
5.669039,20,750.148083
5.57976,20,751.677174
6.571506,29,753.84369
6.52669,29,756.086017
6.721678,30,758.334721
5.841167,23,760.076333
5.895197,21,761.627875
6.462055,21,763.24177
6.312269,25,765.103066
5.084264,16,766.32081
5.580342,16,767.538404
5.832516,19,768.981793
5.674388,26,770.940924
5.081864,14,772.00654
5.120282,18,773.332742
5.766371,27,775.406017
5.164871,21,776.969245
7.320082,30,779.230515
6.405667,23,780.978309
6.29778,28,783.087458
6.624156,28,785.185791
6.249482,30,787.486206
6.909494,28,789.54403
5.62596,23,791.266221
5.585334,23,793.046936
5.841069,28,795.104275
6.14227,25,797.028705
5.301792,20,798.544634
6.082521,23,800.256946
5.460305,20,801.784493
6.6702,27,803.787142
7.559341,29,805.985003
5.400194,26,807.926585
5.897957,21,809.520288
5.945417,24,811.307213
6.215405,29,813.563689
6.683103,25,815.439199
6.806918,25,817.331422
6.903041,26,819.229386
2.019538,7,819.813815
5.964999,20,821.316648
6.487346,33,823.821859
7.168408,32,826.237615
6.451566,26,828.215292
6.582931,29,830.401731
6.122376,25,832.302312
5.056739,19,833.738746
4.593042,18,835.176729
5.596059,24,836.966374
7.596846,30,839.278846
6.83298,17,840.557929
6.403624,26,842.596393
5.339327,32,844.989835
5.604773,24,846.837262
6.710242,18,848.138083
4.137262,20,849.621353
6.199251,27,851.694235
6.335177,29,853.876145
6.930868,21,855.444906
5.505973,22,857.066125
6.019704,24,858.930569
6.452364,29,861.148618
4.767438,20,862.624552
5.757065,21,864.189266
6.535331,24,866.030894
5.472799,22,867.709847
6.001104,29,869.934194
5.641119,22,871.551293
6.766154,39,874.501909
6.12108,22,876.139665
5.91591,22,877.856257
5.564757,22,879.50523
6.139636,21,881.124556
5.963706,27,883.164849
6.769639,25,885.068453
6.293504,26,887.029131
4.000132,21,888.631706
3.277253,16,889.824767
5.324922,25,891.724799
6.514797,25,893.587705
5.8241,19,895.00328
5.751919,24,896.850324
5.653477,24,898.671361
6.201645,27,900.737903
5.866852,29,902.939745
6.184517,29,905.110842
5.983892,27,907.196534
6.489233,22,908.862391
6.26728,26,910.859555
7.117587,24,912.676254
3.967054,14,913.702187
5.687587,21,915.356167
7.074708,22,917.011532
5.975889,25,918.94057
6.473218,24,920.741363
5.455705,25,922.643407
6.612944,20,924.140464
6.360899,28,926.316052
7.169844,25,928.157689
5.397877,23,929.944323
4.949057,21,931.496888
5.292323,22,933.245373
4.335474,14,934.26563
5.612608,20,935.788402
6.649092,24,937.608091
6.714832,29,939.773532
4.718652,22,941.416114
5.291007,23,943.113912
5.825391,23,944.866068
5.674451,25,946.720712
5.649454,25,948.679896
5.688431,22,950.304482
5.548564,27,952.390841
5.929263,27,954.440351
6.697676,29,956.670748
5.742466,17,957.923667
5.577621,17,959.185993
6.078736,24,961.052341
5.484454,25,962.926645
6.461098,29,965.175257
6.963208,26,967.127861
5.456093,18,968.519037
6.58608,30,970.787533
6.406656,28,972.920349
5.900606,26,974.948882
6.757082,24,976.704748
6.790258,26,978.769728
5.784746,25,980.635022
6.137893,27,982.700237
6.02578,25,984.565871
7.087535,32,987.016663
6.657886,27,989.085405
6.154266,30,991.416255
6.396034,24,993.202976
3.603031,16,994.401056
3.310673,12,995.297789
5.94213,26,997.248614
6.852222,27,999.307473
7.396344,26,1001.227712
5.801149,25,1003.156964
5.795288,22,1004.787131
6.628591,25,1006.692466
6.326004,21,1008.245524
5.110884,22,1009.923754
6.883129,28,1012.063791
5.74015,19,1013.52752
5.856349,25,1015.411724
6.260872,27,1017.489288
6.625191,24,1019.315974
5.68485,23,1021.085946
6.089606,29,1023.277192
6.01177,27,1025.315823
4.89279,18,1026.653961
5.835564,21,1028.312934
5.843775,22,1029.965893
7.067288,26,1031.983226
5.518425,24,1033.796722
4.837392,25,1035.733534
5.875769,24,1037.529095
5.717058,27,1039.59005
6.649347,22,1041.24211
6.812401,24,1043.0535
7.014363,28,1045.20456
5.874896,23,1046.879971
6.754819,22,1048.542231
6.515276,31,1050.904406
5.69099,24,1052.709485
4.533672,15,1053.836097
5.540225,21,1055.439371
6.290555,25,1057.324055
6.200622,29,1059.586439
6.237462,24,1061.354225
5.77942,25,1063.277083
7.270745,28,1065.426385
6.411152,24,1067.2956
6.192716,29,1069.478284
6.278108,23,1071.218688
4.610424,21,1072.77031
5.875387,19,1074.23983
6.005484,25,1076.121073
6.39766,32,1078.545383
5.932327,20,1080.057981
6.45048,20,1081.587644
4.915184,22,1083.168896
6.184779,24,1085.036118
6.571932,31,1087.306012
5.621332,25,1089.211837
6.77578,24,1091.034184
7.040168,25,1092.974739
5.793337,24,1094.755458
6.051826,19,1096.17191
6.482072,33,1098.688818
5.809619,19,1100.125247
6.686561,24,1101.94286
6.170418,21,1103.550411
6.132913,17,1104.890284
5.768154,22,1106.574267
6.31662,27,1108.648472
4.991036,20,1110.110377
6.300537,30,1112.368569
4.066695,18,1113.734862
6.239054,20,1115.242359
5.065442,24,1117.018014
5.709977,22,1118.69309
6.234529,22,1120.363087
4.943993,20,1121.883905
5.214605,21,1123.472698
5.996732,21,1125.045951
6.411536,25,1126.952116
3.247088,12,1127.846606
6.752176,28,1129.96591
6.320554,26,1131.938271
6.940554,26,1133.88055
6.751161,24,1135.745654
5.823112,17,1137.027884
5.033351,19,1138.487512
7.008374,25,1140.356588
6.699392,29,1142.609347
7.213968,26,1144.584989
5.301288,19,1146.075022
6.163217,21,1147.659651
6.22362,23,1149.421216
6.593372,24,1151.214815
5.722512,23,1152.959829
7.25463,20,1154.513129
6.427488,29,1156.754977
7.628806,30,1159.030268
6.37009,18,1160.369188
5.926658,22,1162.120592
6.391363,30,1164.411854
5.289593,26,1166.423274
5.480703,23,1168.156211
5.545579,27,1170.202104
5.088355,19,1171.641927
5.820049,25,1173.585104
6.6553,24,1175.404282
6.105188,24,1177.24539
6.49035,15,1178.39387
5.792012,26,1180.410018
4.837311,14,1181.435702
6.644096,23,1183.150189
5.738544,25,1185.099402
6.366317,23,1186.833103
4.584699,20,1188.393687
6.545414,24,1190.203341
6.785109,21,1191.859451
5.949727,25,1193.750983
6.80946,26,1195.727703
6.179088,30,1197.973822
6.969717,33,1200.516352
6.315047,27,1202.599549
6.1593,22,1204.293107
6.45,29,1206.455025
6.604992,24,1208.317723
6.602311,36,1211.064257
6.916273,26,1213.052665
6.295519,26,1215.07221
5.387875,19,1216.515696
5.643581,25,1218.393088
5.821351,21,1219.987062
6.068714,23,1221.784256
6.800923,25,1223.712061
6.314481,16,1224.919323
5.34244,19,1226.426574
5.46767,21,1228.048458
6.149018,25,1229.981655
5.694792,21,1231.582322
6.16855,31,1233.988409
7.049557,32,1236.397189
6.229777,25,1238.319472
4.989425,25,1240.240793
5.738977,22,1241.895492
6.170063,24,1243.710824
6.856909,28,1245.902337
5.75931,31,1248.262809
5.428804,25,1250.217533
6.973106,32,1252.597194
5.765449,18,1254.020264
5.322729,21,1255.600431
5.342471,20,1257.147775
6.869481,30,1259.407396
5.578444,19,1260.861156
7.108558,23,1262.601898
6.37586,25,1264.558815
6.923665,33,1267.063162
6.396574,28,1269.241003
5.328759,21,1270.824589
6.838228,23,1272.617405
6.348732,24,1274.412937
5.759536,21,1276.04317
3.311671,13,1276.99687
4.968451,18,1278.382443
5.536352,18,1279.780735
6.446904,25,1281.652485
7.851859,31,1284.037728
6.617916,27,1286.049777
5.48523,20,1287.588192
5.977538,19,1289.017907
6.531323,31,1291.374564
4.995491,19,1292.803069
6.700343,22,1294.481163
5.823515,25,1296.389797
6.136548,25,1298.312088
6.745853,31,1300.707139
4.349942,15,1301.866775
6.928928,29,1304.133105
5.993327,26,1306.089244
5.779248,18,1307.51381
4.722187,18,1308.891131
6.280281,27,1311.005094
6.738378,30,1313.284326
6.757105,34,1315.899258
6.206319,23,1317.652006
5.63895,21,1319.272016
5.004508,19,1320.679008
6.566369,23,1322.437621
5.815647,20,1323.946766
6.826953,24,1325.819037
6.66023,26,1327.764776
5.775748,23,1329.544814
7.315297,26,1331.513535
6.71966,25,1333.467947
6.51725,28,1335.575907
5.611327,25,1337.542264
5.870622,26,1339.52529
5.949299,21,1341.112012
5.813627,19,1342.563377
6.345491,30,1344.868286
6.794837,24,1346.684238
5.961942,25,1348.602689
5.601173,18,1350.018317
5.957461,20,1351.544027
6.604584,24,1353.37865
4.873326,17,1354.638337
5.149731,28,1356.80033
6.42266,23,1358.478745
6.37918,26,1360.520589
6.565869,29,1362.685402
5.837658,21,1364.306091
6.364546,28,1366.427109
7.06877,30,1368.759475
6.597922,28,1370.903287
5.434672,21,1372.531358
5.784134,21,1374.142705
6.404311,23,1375.929615
6.583479,32,1378.363297
6.181191,21,1379.967408
6.071732,27,1382.046902
6.697423,28,1384.202576
6.388205,21,1385.808361
5.927766,26,1387.798938
6.830486,27,1389.77767
6.17587,30,1392.053666
5.249471,28,1394.218316
4.133068,14,1395.273647
6.711633,24,1397.066161
6.501377,24,1398.950862
5.989306,28,1401.098184
6.145743,27,1403.165698
6.700473,29,1405.387319
5.354597,20,1406.938181
6.832074,30,1409.218252
6.865418,15,1410.398446
5.505667,18,1411.776302
7.093612,29,1414.016485
6.187775,28,1416.14986
7.273149,28,1418.362947
5.844581,25,1420.250357
5.723461,23,1422.024715
5.558493,24,1423.833663
5.928313,25,1425.781089
6.752154,24,1427.589984
5.95902,25,1429.525077
7.113229,27,1431.54803
6.430656,28,1433.761618
6.741736,18,1435.087758
6.255942,25,1437.016997
6.184099,26,1439.004039
6.021409,23,1440.785654
7.127449,28,1442.923081
6.629291,26,1444.936432
5.741821,20,1446.467229
6.40233,23,1448.278314
6.910983,29,1450.423663
7.299297,28,1452.592514
5.580265,24,1454.472639
6.338079,25,1456.391058
5.510092,21,1457.962625
5.874435,25,1459.904715
6.082753,20,1461.443495
6.327542,22,1463.142785
5.455982,25,1465.076252
4.763207,17,1466.374305
6.556608,34,1469.015062
6.005134,29,1471.217843
7.386459,23,1472.972209
6.743743,28,1475.143424
6.206973,20,1476.640377
6.442625,24,1478.482652
6.115178,29,1480.745593
5.379576,23,1482.520886
6.177163,21,1484.106618
5.390025,16,1485.339361
5.796949,34,1487.932529
5.856359,26,1489.933261
5.859978,26,1491.927664
5.262208,22,1493.604228
5.453782,15,1494.765876
5.911465,27,1496.814537
7.040941,26,1498.846892
5.796964,20,1500.381133
6.717803,26,1502.437387
7.321063,31,1504.78311
5.475171,20,1506.368274
5.291902,25,1508.252432
7.070441,23,1510.013716
6.503886,25,1511.920176
6.114559,25,1513.855045
5.498974,19,1515.308571
6.335468,23,1517.116104
7.284799,28,1519.239812
6.551454,24,1521.136933
6.422369,23,1522.901674
6.204979,24,1524.766385
6.341586,25,1526.648956
5.483011,26,1528.661086
7.169859,29,1530.851454
6.902359,29,1533.058118
6.478851,20,1534.578948
6.039102,22,1536.350612
4.802475,24,1538.15786
7.513048,29,1540.378047
6.646447,25,1542.252479
6.466044,26,1544.281789
5.827768,23,1546.05761
4.945549,25,1548.007076
5.50183,23,1549.747161
5.540701,23,1551.47609
6.425473,30,1553.810057
6.302072,23,1555.64795
7.462833,26,1557.589613
4.182647,23,1559.379956
6.403879,25,1561.272353
6.492596,27,1563.372192
7.096665,31,1565.709313
6.171866,22,1567.42645
6.18195,26,1569.401373
6.767552,33,1571.985419
6.198812,25,1573.883925
6.354541,31,1576.279176
6.340381,29,1578.530686
6.306481,27,1580.564279
6.919189,23,1582.339536
6.521017,33,1584.801224
6.538792,25,1586.703421
6.304377,24,1588.517963
4.815918,17,1589.792387
6.642615,32,1592.300656
6.349129,28,1594.473599
7.019318,25,1596.368448
6.563078,28,1598.52826
7.415724,33,1601.03107
6.497558,28,1603.165241
6.650267,24,1604.963623
5.874438,25,1606.902837
7.013025,30,1609.210193
4.7417,17,1610.503257
6.079401,20,1612.00324
6.33685,25,1613.93947
5.563369,22,1615.653226
5.170724,20,1617.181117
6.761114,28,1619.269598
6.705206,21,1620.92971
6.813002,27,1622.966751
6.489719,24,1624.826065
4.324315,19,1626.276484
6.068128,24,1628.085367
5.32295,22,1629.81817
6.583106,22,1631.448137
6.588337,35,1634.083091
6.047522,21,1635.679473
6.266559,25,1637.60272
5.526618,21,1639.242694
6.991543,30,1641.572981
6.510112,25,1643.548015
6.873029,32,1645.960441
6.03997,20,1647.51326
4.54814,16,1648.722608
6.383588,26,1650.665146
4.961103,28,1652.818588
5.414714,25,1654.710465
5.633425,17,1656.039265
6.494446,27,1658.099579
3.00934,12,1659.031822
6.421778,25,1660.893587
5.711838,24,1662.766461
6.810234,22,1664.432713
6.182813,26,1666.491978
5.700797,27,1668.528989
5.362372,23,1670.363467
5.355981,20,1671.892797
6.546876,25,1673.841846
5.516434,20,1675.381157
5.267666,17,1676.649521
7.149289,32,1679.105837
6.557866,29,1681.316442
6.466589,29,1683.578601
5.461679,22,1685.27996
5.695257,25,1687.216383
5.899761,23,1688.954188
6.620746,23,1690.755592
6.513954,25,1692.6064
5.129782,19,1694.082001
6.211898,22,1695.75637
7.1043,25,1697.698682
5.739143,28,1699.812341
5.740621,18,1701.241093
6.700325,24,1703.075644
7.37621,34,1705.707617
4.915022,19,1707.130787
6.113059,25,1709.059051
7.023618,24,1710.891284
6.11226,26,1712.906916
6.490048,27,1715.002948
6.366392,33,1717.494076
7.172839,33,1720.009968
6.6016,30,1722.356337
7.701668,27,1724.413221
6.736779,26,1726.437989
5.727147,30,1728.729277
5.933873,23,1730.481177
5.526915,25,1732.399678
6.375369,20,1733.896602
6.938457,23,1735.722444
5.972021,29,1737.920616
5.790891,22,1739.598419
6.06072,19,1741.013166
6.580986,20,1742.520397
6.667368,28,1744.672986
5.041894,22,1746.348839
7.080904,27,1748.435304
6.044988,25,1750.308261
6.051732,27,1752.417605
5.772303,27,1754.490968
5.476001,21,1756.126023
4.417264,18,1757.486267
6.815003,24,1759.337599
6.550924,27,1761.355982
5.351092,17,1762.646319
6.787399,25,1764.534647
6.561627,24,1766.398553
6.365356,23,1768.157356
5.569133,25,1770.095531
6.52176,28,1772.229846
6.482859,23,1774.033143
6.129396,23,1775.841916
6.798803,24,1777.664371
6.245269,21,1779.297885
6.072443,27,1781.352453
6.894069,28,1783.542856
7.207924,31,1785.936647
5.826214,22,1787.56386
6.189917,28,1789.731125
3.610969,15,1790.858259
6.989054,24,1792.696224
6.850798,25,1794.615348
6.050106,23,1796.341608
6.522835,26,1798.315042
6.940176,30,1800.588387
6.032241,22,1802.291598
5.544722,20,1803.821759
6.196442,24,1805.662025
6.331576,21,1807.268245
6.006781,24,1809.154275
6.452762,26,1811.078153
6.250417,27,1813.151793
5.96899,20,1814.666284
6.298835,27,1816.782235
7.208209,27,1818.821207
6.219105,29,1821.060494
6.000932,26,1823.004366
5.145436,23,1824.794533
6.499799,20,1826.313736
5.840201,20,1827.868023
6.904922,38,1830.744385
6.222944,22,1832.459005
6.629823,30,1834.707341
5.314983,21,1836.355435
6.823588,26,1838.309695
6.117257,22,1840.022074
5.850277,28,1842.193111
7.000194,27,1844.278599
6.20973,26,1846.293092
6.58826,29,1848.534165
6.117474,30,1850.86399
6.346698,25,1852.733226
6.084847,25,1854.680307
6.478265,22,1856.368569
5.41193,18,1857.687853
6.279669,32,1860.129978
6.837554,26,1862.151912
6.52891,24,1863.978633
2.584871,11,1864.813472
5.058086,22,1866.510262
5.14715,20,1868.028943
6.129734,22,1869.784804
6.175092,28,1871.900054
5.683443,24,1873.741298
7.080408,28,1875.856047
5.867861,18,1877.165821
6.251987,31,1879.540705
6.74724,31,1881.884034
6.054975,26,1883.856502
6.207776,22,1885.55211
6.041373,27,1887.615035
6.92167,24,1889.484784
5.699672,24,1891.279643
6.438891,29,1893.486888
6.236987,22,1895.174467
6.961521,31,1897.559968
6.68222,29,1899.778791
5.891667,27,1901.860509
6.893739,26,1903.85595
6.949739,25,1905.775292
5.528177,23,1907.513946
6.217248,26,1909.52
5.799354,25,1911.399765
7.190653,28,1913.572945
6.804596,23,1915.334023
5.244157,19,1916.808896
4.933475,22,1918.490375
5.781186,25,1920.431401
4.892227,22,1922.095642
6.313456,26,1924.109886
6.589875,27,1926.174348
5.953268,25,1928.095877
4.848522,18,1929.463881
6.044298,24,1931.35191
5.846508,25,1933.215876
3.888164,14,1934.279188
6.488477,23,1936.051514
7.342677,31,1938.401943
6.607684,27,1940.48682
6.677163,28,1942.619446
5.883251,27,1944.664905
6.556959,23,1946.43699
6.234386,23,1948.161123
5.310732,26,1950.180159
5.862236,17,1951.451588
6.423053,28,1953.512029
6.353328,29,1955.782896
6.061511,22,1957.447825
6.469834,30,1959.769894
5.884878,26,1961.787844
6.036029,23,1963.473035
6.274678,33,1966.028047
6.501851,27,1968.070409
6.007475,22,1969.767085
6.176351,23,1971.513572
5.437953,23,1973.302285
5.730441,23,1975.027741
6.644491,26,1977.103915
5.559944,32,1979.535496
7.15604,31,1981.95316
6.694579,29,1984.146575
