# {"t_start": 1672454481.0785484, "env_id": "PctContinuous-v0"} 
r,l,t
6.076373,25,422.986509
6.480145,29,425.186914
5.317619,17,426.451151
6.904747,24,428.249129
5.569976,25,430.122414
6.675057,26,432.029784
3.108309,13,433.039894
6.101091,25,434.881758
5.563988,28,436.948116
4.826745,20,438.444542
5.577118,25,440.314823
5.318757,22,441.958419
3.706524,16,443.144951
5.501226,23,444.856768
4.075427,14,445.888216
5.228873,21,447.454395
5.493916,23,449.158793
4.494994,18,450.499623
6.447545,24,452.364376
6.450582,24,454.155198
5.991785,26,456.133682
4.789259,19,457.530967
5.746405,23,459.293101
5.960014,23,460.981012
5.092279,20,462.457208
5.166254,21,463.999216
5.497135,21,465.551271
5.213975,17,466.82194
6.034202,22,468.452307
5.717489,22,470.125646
5.687666,28,472.242872
5.584919,15,473.397099
5.893111,20,474.875137
6.054575,24,476.629297
4.490629,22,478.352737
5.466352,26,480.269278
5.361702,24,482.096342
6.853352,29,484.217184
6.640482,26,486.19032
6.525489,28,488.219083
6.594925,23,489.984026
5.625978,20,491.474198
5.669289,29,493.69658
5.194008,17,494.953849
5.947839,26,496.944211
6.241293,29,499.106048
5.238678,18,500.486954
5.783756,23,502.170037
6.985981,30,504.464661
4.782805,27,506.497964
5.125423,23,508.209643
5.470387,20,509.671982
5.023147,28,511.777341
6.549707,25,513.645924
5.734649,25,515.55508
5.724745,19,516.981714
4.597862,19,518.480856
5.85896,23,520.184868
6.407825,26,522.136561
5.514222,23,523.926672
4.784112,19,525.327089
6.579815,20,526.875104
4.53024,19,528.311885
4.958383,22,529.971162
4.884324,16,531.129183
5.670472,28,533.21372
4.551162,19,534.673156
5.914367,28,536.718205
5.956579,24,538.521841
4.364673,22,540.125895
5.678626,27,542.190539
6.43611,21,543.736343
6.967922,31,546.088262
5.90155,25,547.908411
4.297127,19,549.34284
6.056861,27,551.339999
5.630737,20,552.874855
3.627075,15,553.972158
5.486227,24,555.780665
1.68185,8,556.429524
6.353428,32,558.803473
5.807904,30,561.043902
6.668318,24,562.832337
5.540463,22,564.486696
6.248964,29,566.625942
5.968317,21,568.187387
6.76435,32,570.569428
6.636096,29,572.741559
5.775753,23,574.490829
5.109347,30,576.755005
5.574449,22,578.460628
5.996788,25,580.319249
5.804287,21,581.827895
6.044597,17,583.14846
6.821087,30,585.35883
6.009504,25,587.244948
5.796351,23,588.933516
6.340562,27,591.018744
5.0124,15,592.137132
4.174126,15,593.250038
6.134404,28,595.345464
5.127361,27,597.38528
6.192462,27,599.435761
6.445109,23,601.163271
4.86506,21,602.74578
6.284975,19,604.169872
5.63752,19,605.627122
4.977706,24,607.396313
6.212495,26,609.342648
6.558366,22,610.939529
5.074133,11,611.789759
6.010553,29,613.971379
5.806963,22,615.644814
6.354566,29,617.792313
5.883657,22,619.426975
5.054265,25,621.334302
6.637897,23,623.0271
5.538555,21,624.601162
5.742566,30,626.836629
5.092015,29,629.050773
4.159267,24,630.850797
6.291142,22,632.549122
2.748076,11,633.345032
5.820482,20,634.848984
5.457844,32,637.171459
6.612386,26,639.1939
5.189213,18,640.556377
5.132061,17,641.838217
6.300474,32,644.243777
5.410635,26,646.207469
5.559338,21,647.773406
6.228303,28,649.901781
6.492193,22,651.535756
5.40678,27,653.609634
4.892617,21,655.180915
6.009391,19,656.598565
6.490673,32,658.994976
2.147105,6,659.44546
6.726951,36,662.159631
6.075211,21,663.730611
6.558261,27,665.761061
5.18386,23,667.480313
4.856617,23,669.231645
6.243369,26,671.173588
6.745292,32,673.607759
6.233815,21,675.165951
5.94881,28,677.296583
6.436075,26,679.229072
5.454267,19,680.695701
5.396367,20,682.174021
5.976653,25,684.109927
5.746806,24,685.902351
5.392642,26,687.892575
6.353586,28,689.929761
6.434792,28,692.038759
5.060531,22,693.681382
6.142086,28,695.820344
5.816942,20,697.316323
4.650032,18,698.734807
6.484595,33,701.165259
7.202786,31,703.504689
5.624,22,705.173151
6.344418,29,707.402294
5.479953,23,709.099792
6.872728,31,711.456159
6.384373,31,713.854972
4.923843,20,715.347578
7.002218,28,717.382442
6.877908,25,719.284722
5.913031,28,721.4417
4.530145,18,722.735695
5.729759,21,724.310868
6.157731,20,725.83096
5.286142,24,727.597444
6.674938,22,729.291976
3.021376,12,730.205902
6.588283,24,732.010298
6.344316,23,733.768604
5.703987,25,735.627426
5.807592,23,737.390015
5.990981,31,739.754085
5.55424,25,741.633323
6.55003,22,743.283382
5.064069,19,744.747078
6.449857,28,746.829383
6.412766,23,748.59883
5.48259,21,750.16077
6.639751,23,751.927468
3.294831,15,753.049045
5.976414,26,754.97695
4.924983,16,756.243004
5.023793,22,757.871225
5.842919,28,760.02176
5.488438,26,761.943323
6.131599,28,764.064202
6.38247,32,766.482827
6.305102,29,768.673816
5.848647,25,770.575491
6.050918,22,772.227556
5.840848,29,774.417614
6.65503,25,776.314044
7.022109,26,778.2652
6.251909,22,779.924488
7.098287,25,781.846146
6.979681,30,784.072285
5.462674,29,786.297873
7.226564,25,788.144892
6.288187,20,789.651574
6.897877,30,791.879357
5.884936,26,793.855987
5.837232,16,795.053963
5.928654,27,797.1133
5.445412,18,798.485987
6.506126,28,800.62477
6.670156,27,802.607553
6.064023,26,804.59149
6.61717,29,806.745209
5.85582,26,808.728316
5.805375,20,810.211944
3.421206,11,811.015861
4.969909,16,812.291088
6.460471,26,814.251016
5.800861,20,815.800453
5.744046,25,817.649716
6.709455,35,820.259696
6.857399,28,822.34857
5.651398,26,824.388237
6.969898,28,826.460953
6.069022,24,828.295325
6.8814,32,830.685147
6.009951,21,832.314616
5.523594,21,833.932181
6.633166,23,835.70368
4.760084,15,836.807334
5.892017,26,838.85277
6.493178,25,840.741156
6.2146,35,843.456995
4.800819,24,845.203642
6.308724,30,847.4945
6.173015,24,849.254484
6.136161,22,850.952861
5.922586,31,853.271386
5.621796,23,855.004144
5.950807,25,856.834667
6.362884,26,858.874467
5.37068,24,860.650182
4.952349,23,862.399379
7.298044,30,864.648923
5.0425,17,865.95726
5.442171,20,867.48085
6.484468,30,869.780696
5.331107,19,871.19478
6.199624,23,872.967388
5.472644,24,874.761191
5.613092,23,876.506927
4.650624,20,878.008943
6.456592,24,879.827018
6.362298,23,881.60431
6.960495,28,883.685628
6.446132,23,885.44705
4.565675,23,887.190489
5.354613,26,889.175044
5.553789,20,890.655838
6.614527,25,892.578751
5.991581,25,894.432739
5.65918,21,896.038299
6.490722,26,897.98303
6.876236,29,900.232991
5.991412,25,902.099608
7.389148,26,904.074504
6.715114,27,906.083772
6.2242,33,908.633196
6.458094,21,910.221687
4.482453,19,911.692245
5.936633,22,913.34019
5.972121,19,914.815903
6.334616,26,916.784259
6.707606,24,918.666291
5.705304,23,920.361184
5.25903,19,921.84144
5.277862,23,923.54336
6.560336,33,926.120275
6.91136,26,928.035337
6.226825,28,930.191011
4.511892,24,931.96069
6.724059,32,934.445984
4.928686,22,936.1074
6.880382,31,938.445225
6.395291,25,940.293752
6.144851,30,942.519561
4.651937,17,943.799668
4.395172,21,945.388575
6.609596,22,947.009501
5.75537,30,949.345612
6.346725,22,950.995311
6.746376,24,952.870443
6.025303,25,954.758364
6.0313,18,956.148834
6.512586,27,958.169887
6.16845,27,960.238979
5.803958,25,962.108201
4.8481,16,963.322596
6.254688,24,965.189677
6.73513,26,967.14008
5.606748,26,969.117024
5.705754,22,970.800433
6.26443,25,972.729415
5.409982,23,974.439935
6.257523,23,976.213366
4.248251,19,977.648091
6.610844,34,980.269209
6.733469,30,982.576482
6.76887,25,984.440789
5.392458,21,986.02279
6.607715,21,987.640679
4.808166,19,989.098882
5.407011,22,990.797031
6.841984,33,993.283059
6.095594,25,995.169915
5.928483,23,996.881234
5.964935,19,998.354993
6.044292,25,1000.191008
5.179035,22,1001.89769
6.056242,26,1003.84633
5.075468,22,1005.511936
6.570594,28,1007.596182
7.386518,28,1009.697998
5.975013,24,1011.544805
6.891335,26,1013.53772
3.062685,17,1014.84065
5.803157,19,1016.275854
3.462617,15,1017.433279
5.44138,20,1018.956343
6.350847,26,1020.964035
6.01683,24,1022.776782
5.799971,20,1024.313114
5.692448,21,1025.855907
4.091944,19,1027.275684
5.524948,23,1029.073639
6.979222,31,1031.403578
6.117435,22,1033.128223
6.544205,21,1034.705465
6.171859,26,1036.699777
5.758129,27,1038.74526
5.635874,25,1040.666549
6.114447,25,1042.539244
6.983501,29,1044.755492
6.679379,29,1046.941216
6.528,24,1048.685131
5.261612,24,1050.501512
6.486495,27,1052.564827
5.682235,25,1054.430274
5.40047,23,1056.210326
6.6754,25,1058.114323
6.30007,28,1060.261763
5.37142,24,1062.049185
5.636423,25,1063.977898
6.32918,23,1065.747197
6.567535,27,1067.823442
6.991432,28,1069.98909
6.093877,27,1071.957817
6.461827,27,1074.042832
5.749716,28,1076.133234
6.160493,24,1077.956121
6.467503,27,1079.976277
4.72949,16,1081.235909
4.887887,22,1082.81805
4.662917,18,1084.182481
6.998355,32,1086.601948
6.179188,26,1088.513659
5.619923,24,1090.351522
4.481593,25,1092.250499
7.008693,31,1094.600093
5.238923,23,1096.398354
6.569085,27,1098.41
6.084487,22,1100.073325
6.579913,32,1102.466763
7.339956,32,1104.969868
3.862046,18,1106.348248
5.858682,25,1108.277099
6.416928,26,1110.193203
6.310655,25,1112.087282
5.392006,24,1113.884153
6.77267,25,1115.761657
5.795729,26,1117.700433
5.3919,20,1119.251468
5.585937,21,1120.822364
6.655936,27,1122.910012
6.401585,24,1124.688651
5.296159,19,1126.070881
6.073959,24,1127.926887
6.053764,23,1129.676333
5.772789,22,1131.350002
5.767509,23,1133.068013
7.277961,28,1135.208804
6.824186,24,1137.039777
5.466147,16,1138.26816
5.194988,22,1139.931961
4.415241,21,1141.530106
7.189101,34,1144.152565
6.160458,28,1146.309225
6.59178,24,1148.113892
5.99787,19,1149.568717
6.952714,30,1151.844973
7.054263,29,1154.085092
5.6798,23,1155.828248
5.709961,23,1157.646122
6.450114,26,1159.566493
6.46981,25,1161.504743
5.946805,23,1163.295135
6.637569,34,1165.922637
7.486723,29,1168.07165
7.557564,26,1170.075436
5.987013,21,1171.654803
5.712351,23,1173.433752
4.902678,21,1175.049279
6.380151,24,1176.879506
5.392107,23,1178.650026
6.677884,30,1180.933093
6.764637,27,1182.915893
6.096496,22,1184.669478
6.764228,20,1186.152009
6.235477,25,1188.099824
6.329677,20,1189.618574
6.310232,29,1191.872788
6.544311,27,1193.904393
4.317164,19,1195.372833
6.219189,21,1196.931932
5.744167,31,1199.315187
5.004086,19,1200.762055
4.833746,22,1202.445757
5.255609,24,1204.304446
6.641732,32,1206.753926
5.686719,24,1208.5442
6.192847,24,1210.357286
4.839712,20,1211.90901
5.951331,31,1214.3003
5.512167,22,1216.009545
6.566814,30,1218.278498
5.940379,26,1220.236286
6.937665,26,1222.274645
6.763056,29,1224.480815
6.020562,22,1226.198616
6.191325,27,1228.295429
6.904145,27,1230.377146
6.553352,32,1232.827601
5.485723,21,1234.435781
6.503859,23,1236.182284
6.259867,28,1238.3314
6.310706,31,1240.700984
5.240157,21,1242.29202
7.213887,36,1245.075316
5.599986,22,1246.744392
5.540706,24,1248.583783
5.942592,30,1250.893419
7.208406,26,1252.893161
4.939975,20,1254.414935
4.844638,19,1255.851651
6.805548,21,1257.459547
8.025359,31,1259.804578
6.000575,22,1261.480181
3.601386,12,1262.382022
6.612689,30,1264.714279
4.346919,22,1266.388662
6.165133,21,1268.033421
5.543516,23,1269.756605
6.21387,29,1272.001413
6.169772,24,1273.828073
6.36534,13,1274.809162
6.340181,29,1277.008394
6.223066,26,1278.990709
6.867598,27,1281.082022
5.904396,21,1282.641587
6.26217,24,1284.488116
6.426499,26,1286.43205
5.40602,23,1288.206959
6.986328,24,1289.982561
6.587753,28,1292.139735
5.023249,19,1293.585203
5.969897,21,1295.195442
5.498754,20,1296.725026
6.414645,26,1298.744005
5.945434,25,1300.643794
6.034207,27,1302.77892
3.058734,11,1303.620291
6.613663,32,1306.032778
5.66072,24,1307.910218
5.696599,23,1309.688122
5.891229,15,1310.876936
6.518114,27,1312.920376
6.416844,20,1314.472704
6.67529,21,1316.04896
6.297326,21,1317.664505
6.54225,25,1319.560815
6.689957,28,1321.707262
6.516764,23,1323.464213
6.759616,27,1325.53264
7.444221,26,1327.474667
6.367094,31,1329.827823
6.081962,28,1331.977156
6.64907,28,1334.182991
6.952081,26,1336.141985
6.897405,30,1338.498601
6.064619,21,1340.03584
5.998815,25,1341.96034
5.916551,22,1343.603882
6.309043,32,1346.115737
6.059344,19,1347.531034
6.145826,20,1349.09384
6.413079,27,1351.168243
6.252352,30,1353.463251
6.997397,20,1354.957178
6.757303,22,1356.642567
5.6152,18,1357.997978
6.660786,29,1360.228995
6.314403,28,1362.334203
5.989265,19,1363.797379
6.615167,23,1365.542273
5.263034,19,1366.990542
6.621855,35,1369.700952
6.122539,24,1371.559642
6.041575,23,1373.310035
5.445534,21,1374.916759
7.043392,24,1376.768804
6.42368,24,1378.609573
6.090591,21,1380.217885
6.218638,26,1382.203803
6.254355,28,1384.383536
5.79479,27,1386.415377
5.63128,23,1388.175393
5.616012,25,1390.026081
6.00567,22,1391.702776
7.139558,27,1393.753007
6.126472,24,1395.566687
7.199925,27,1397.62152
6.772153,27,1399.703638
7.011546,27,1401.830532
6.328211,23,1403.552352
6.034349,22,1405.247914
6.652748,25,1407.192879
5.685247,18,1408.540515
6.132993,25,1410.482441
6.137676,29,1412.684628
5.900327,21,1414.329204
6.304402,23,1416.091389
6.516352,23,1417.903559
6.260315,26,1419.905189
6.575367,31,1422.264548
6.718078,22,1423.92021
6.137354,26,1425.930349
6.942459,32,1428.360005
5.679906,21,1429.97587
6.802652,28,1432.099194
6.408623,29,1434.339079
5.748178,26,1436.363087
6.254364,25,1438.253155
6.213569,24,1440.06223
4.821738,14,1441.171544
5.837135,21,1442.774423
6.079567,28,1444.948568
5.089703,15,1446.093085
6.412143,25,1448.045014
7.15568,28,1450.157312
6.800203,35,1452.838962
5.667479,23,1454.616653
6.342958,28,1456.766518
6.438115,29,1458.952653
6.405612,28,1461.138744
7.312153,38,1464.12675
6.876183,23,1465.833275
6.897168,25,1467.782082
6.768401,22,1469.470307
3.628843,17,1470.756385
7.12235,29,1472.985173
6.939545,25,1474.925712
5.793597,21,1476.481548
6.353966,22,1478.189017
6.341379,25,1480.155975
6.622797,27,1482.186161
5.98191,22,1483.885758
6.826572,28,1486.020263
6.514257,26,1488.018538
6.282997,20,1489.547119
6.074689,20,1491.117358
5.219207,22,1492.78198
4.708221,21,1494.406448
6.507411,18,1495.754809
6.330873,27,1497.869984
6.196497,26,1499.862161
6.428727,27,1501.97294
6.889837,29,1504.167516
6.178744,20,1505.763841
6.326772,25,1507.644307
5.639265,26,1509.648726
5.731307,29,1511.86438
5.372256,21,1513.493982
6.637387,25,1515.395922
6.743644,28,1517.572632
5.879704,26,1519.566273
6.894651,34,1522.23107
6.169574,28,1524.364453
4.724868,20,1525.92329
6.278282,24,1527.701301
6.73737,30,1529.995657
5.694729,23,1531.75544
6.767569,23,1533.552986
7.431779,21,1535.142095
5.563523,20,1536.735677
7.067415,31,1539.078909
6.663582,29,1541.308455
6.739717,22,1542.952322
6.020596,27,1545.074813
7.06926,29,1547.30126
6.72889,21,1548.924568
6.290287,21,1550.499824
6.009269,21,1552.146012
6.717386,26,1554.138632
6.765825,34,1556.776969
5.631404,24,1558.572092
5.800272,21,1560.213109
6.370807,27,1562.255268
6.643741,29,1564.517635
6.084409,22,1566.193035
6.110717,27,1568.271026
6.530824,27,1570.324987
7.255797,32,1572.82734
6.417919,29,1575.081509
6.016902,25,1576.980351
5.841993,20,1578.543946
6.807504,30,1580.811164
6.65671,31,1583.155754
7.067984,29,1585.349182
6.355464,28,1587.469387
6.329969,25,1589.354217
5.996638,27,1591.467717
5.804309,27,1593.549865
7.715112,34,1596.171782
6.258734,24,1598.035413
7.007698,24,1599.818544
6.362237,25,1601.760635
6.072815,22,1603.405972
5.854443,24,1605.254576
6.183288,23,1606.989535
5.282878,24,1608.798982
5.410847,19,1610.305782
5.936928,22,1611.947461
6.349086,23,1613.742721
5.988154,31,1616.100167
6.762798,25,1618.002598
6.225741,24,1619.815887
5.4851,25,1621.778493
6.870092,29,1623.982461
5.093753,22,1625.66426
5.984209,23,1627.44192
6.478099,29,1629.669353
6.197004,23,1631.391892
5.678643,23,1633.17292
6.787078,23,1634.84791
6.951002,27,1636.938793
7.064739,30,1639.24569
5.022135,25,1641.204392
7.30433,30,1643.561531
5.48654,24,1645.358899
6.269688,23,1647.09977
6.607144,22,1648.8054
6.966504,27,1650.846872
6.855559,26,1652.831342
5.632039,21,1654.414615
6.238698,19,1655.911689
6.140517,28,1658.039376
5.452917,24,1659.85902
5.28546,20,1661.353795
6.505913,26,1663.406343
6.042555,21,1664.994536
4.625247,19,1666.505074
6.16539,22,1668.156278
5.517706,25,1670.084389
5.805562,22,1671.807237
4.587811,17,1673.159383
4.997753,19,1674.64099
6.433354,27,1676.661157
6.72928,26,1678.671301
5.92773,19,1680.11167
7.078609,27,1682.219106
5.645338,24,1684.024988
6.403902,27,1686.176741
6.999999,33,1688.665871
6.4088,27,1690.768271
7.070088,31,1693.06343
6.259366,25,1695.00662
5.144575,18,1696.36344
6.095292,26,1698.390887
6.0999,23,1700.138296
5.727192,28,1702.323086
5.522827,24,1704.147177
4.911367,20,1705.721767
6.275796,29,1707.89831
5.872846,22,1709.607972
6.88199,27,1711.648002
6.440402,24,1713.531346
6.855846,30,1715.851555
6.636828,26,1717.821831
5.778912,28,1719.950104
7.789053,33,1722.5052
6.081158,23,1724.282664
5.536118,26,1726.277391
6.467956,19,1727.725291
5.367303,23,1729.519551
7.272376,26,1731.506084
6.715877,26,1733.461843
5.838713,26,1735.447168
5.285394,21,1737.071518
3.911366,17,1738.374953
6.707426,20,1739.914616
6.468568,25,1741.794126
5.67536,20,1743.352061
6.330656,26,1745.292006
6.876554,33,1747.86741
6.25624,29,1750.014948
6.564959,25,1751.953195
6.516876,28,1754.123087
6.12594,25,1756.067222
6.710373,26,1757.998428
6.233267,22,1759.715078
5.868093,26,1761.672981
5.357811,21,1763.29193
5.255005,20,1764.783767
5.418694,28,1766.964301
5.933938,27,1768.988896
5.74304,25,1770.963926
5.650586,21,1772.534562
6.55357,22,1774.287809
7.050601,26,1776.310874
6.756487,30,1778.63107
6.76462,22,1780.282235
3.772063,12,1781.219911
5.789396,26,1783.256056
6.773847,26,1785.220966
7.177487,25,1787.136254
6.150543,24,1788.959883
4.876769,25,1790.870601
6.239343,24,1792.708214
6.077298,18,1794.083499
6.838603,23,1795.843404
6.235401,21,1797.460905
4.772319,20,1798.948359
6.557376,23,1800.73601
5.096247,18,1802.06572
6.556211,22,1803.763619
6.125837,25,1805.673982
5.577299,21,1807.283606
6.547968,32,1809.753128
5.833368,19,1811.164418
5.619403,26,1813.164066
6.424259,23,1814.919303
5.907886,28,1817.08415
6.391811,24,1818.908234
6.980883,23,1820.686564
6.458315,32,1823.087443
6.134879,35,1825.76802
5.323339,21,1827.368027
6.037894,26,1829.390287
6.510807,25,1831.334124
6.130044,30,1833.607869
6.361433,23,1835.366742
6.12082,25,1837.287912
6.173732,32,1839.75727
6.062077,27,1841.828994
3.730666,16,1843.07608
7.304972,36,1845.813386
5.67262,18,1847.242185
6.002104,26,1849.215278
6.657545,31,1851.617643
5.099296,22,1853.29905
6.743762,26,1855.333528
6.606117,22,1856.960399
6.919384,30,1859.227101
6.67516,18,1860.582471
7.475037,33,1863.190434
6.895902,25,1865.064535
6.0346,26,1867.074485
5.593741,25,1868.959683
6.066034,24,1870.891851
5.258999,20,1872.371846
6.677939,23,1874.127228
5.433285,25,1876.012328
7.291558,24,1877.829051
5.370176,21,1879.38525
6.942626,28,1881.521518
5.570507,24,1883.347243
6.232702,27,1885.419873
7.046777,31,1887.766273
6.459032,23,1889.563822
6.141117,24,1891.390059
4.714143,21,1892.979651
5.346076,23,1894.720085
7.095529,28,1896.889343
5.783415,21,1898.452697
6.151746,26,1900.483017
6.18952,28,1902.640438
6.620945,30,1904.96944
6.019608,23,1906.705357
4.216536,20,1908.258089
5.89943,22,1909.913489
5.375486,24,1911.759852
5.995565,22,1913.421281
6.793835,32,1915.933679
6.364871,28,1918.04951
7.272621,30,1920.374142
6.837616,30,1922.640043
6.013019,20,1924.190569
6.628497,29,1926.41566
6.437066,28,1928.579977
4.894963,22,1930.233566
5.640331,27,1932.320654
6.789275,25,1934.196686
7.256425,36,1936.967666
6.417575,28,1939.13761
6.166813,30,1941.382681
4.843229,22,1943.107048
5.219619,23,1944.815606
6.855923,30,1947.123434
5.9867,28,1949.22479
4.886514,19,1950.719875
6.718567,24,1952.469498
6.042356,23,1954.266695
5.479408,13,1955.245616
6.616866,25,1957.174983
6.973187,20,1958.726256
6.329658,24,1960.533248
6.206328,20,1962.087255
5.944195,24,1963.85913
6.102967,25,1965.797062
7.023029,26,1967.781816
5.555707,20,1969.319065
5.833513,26,1971.316731
5.191627,15,1972.45525
6.49586,27,1974.525685
6.954565,24,1976.371739
5.99408,22,1978.100834
5.444406,22,1979.787565
4.076248,14,1980.900805
6.042585,21,1982.501364
6.702256,29,1984.689938
6.66501,26,1986.676295
6.623172,20,1988.224759
6.56054,28,1990.315065
5.475354,26,1992.352478
5.860412,20,1993.878814
7.373925,38,1996.846447
6.405958,28,1998.976516
5.813254,22,2000.664318
6.24546,29,2002.863573
6.415818,24,2004.742432
6.057155,27,2006.770997
5.816812,26,2008.808744
6.116765,29,2010.986321
6.571789,26,2013.032559
6.929407,24,2014.930178
